dataset,mu_size,nu_size,cost,iterations,error,marginal_error,marginal_error_mu_to_nu,marginal_error_nu_to_mu,rho_mu_push,tv_mu_to_nu,ma_residual_L1,ma_residual_L1_rel,ma_residual_L2,detJ_min,detJ_max,detJ_neg_frac,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,maxiter,tol
1D-gaussian-1c-32p,32,32,0.3510070056473904,17,7.238999823040243e-11,0.06066784787094186,0.015409648768875699,0.015400193503412696,"[0.02975314 0.02993273 0.03011746 0.03030079 0.03046592 0.03061603
 0.030761   0.03089734 0.03102464 0.03114297 0.03125231 0.0313526
 0.03144379 0.03152575 0.03159835 0.03166138 0.03171456 0.03175755
 0.0317899  0.03181114 0.03182072 0.03181816 0.031803   0.03177496
 0.03173394 0.03168006 0.03161375 0.03153499 0.03145218 0.03130393
 0.03126743 0.03127754]",0.009343467609746166,0.018656299957262583,0.2891726493375703,0.013012006875651272,0.9989626600094297,1.0038255116485562,0.0,seconds,0.43083643913269043,0.260480172932148,megabytes,678.0,678.0,24.0,12.5,0.18507776,0.18507776,0.75234375,0.41875,success,back-and-forth,100000,1e-10
1D-gaussian-1c-32p,32,32,0.292743979458426,11,8.631258784563469e-11,0.02719373082420706,0.00690721453656658,0.0069156681097222485,"[0.02015738 0.02183186 0.02358579 0.02532742 0.02704634 0.02872296
 0.03033579 0.03186317 0.03328363 0.03457655 0.03572101 0.03670836
 0.03755664 0.03812294 0.0385124  0.03870294 0.03867947 0.03844305
 0.03799766 0.03735068 0.03651275 0.0354974  0.03432068 0.03300073
 0.0315573  0.03001126 0.02838406 0.02669727 0.02497227 0.02322753
 0.02147381 0.01981891]",0.004207065088225362,0.010981751099233005,0.17021714203811172,0.009189435204008686,0.9961951118403147,1.0015621997481434,0.0,seconds,0.3143744468688965,0.2600283809006214,megabytes,678.0,678.0,16.0,16.0,0.158621696,0.158621696,0.56015625,0.56015625,success,back-and-forth,100000,1e-10
1D-gaussian-1c-32p,32,32,0.3404547479805708,5,8.599031939500671e-11,0.007629523237240989,0.0019379008401610195,0.0019331722907510002,"[0.03215393 0.03246042 0.03276707 0.03304272 0.03327411 0.03346441
 0.03361271 0.0337184  0.03378102 0.03380031 0.03377615 0.03370861
 0.03359792 0.03344448 0.03324886 0.03301179 0.03273417 0.03241703
 0.03206157 0.03166911 0.03124111 0.03077914 0.0302849  0.02976016
 0.02920682 0.02862683 0.02802221 0.02739503 0.02674742 0.02608151
 0.0253935  0.02471658]",0.001130687468691982,0.004910206878429782,0.0761082066156617,0.005145141154805699,0.9991757631549679,1.0020126557387543,0.0,seconds,0.24060511589050293,0.21784753166139126,megabytes,680.0,680.0,0.0,0.0,0.16750182400000002,0.16750182400000002,0.6109375,0.6109375,success,back-and-forth,100000,1e-10
1D-gaussian-1c-32p,32,32,0.336675157936564,1,5.964862860341448e-11,0.004627684453945552,0.0011754330267357842,0.00117798713133767,"[0.03273611 0.03316187 0.03354609 0.03387875 0.03415759 0.03438143
 0.03454916 0.03465998 0.03471333 0.03470894 0.03464684 0.03452732
 0.03435097 0.03411863 0.03383144 0.03349077 0.03309826 0.03265579
 0.03216544 0.03162952 0.03105051 0.03043109 0.02977406 0.02908236
 0.02835906 0.02760728 0.02683023 0.02603116 0.02521333 0.02438002
 0.0235163  0.02271638]",0.0006982622252013897,0.005914729516679821,0.09167830750853731,0.005857920727382962,0.9985276253571382,1.0007717100787374,0.0,seconds,0.2494816780090332,0.20134510099887848,megabytes,680.0,680.0,2.0,2.0,0.17489100800000001,0.17489100800000001,0.50078125,0.50078125,success,back-and-forth,100000,1e-10
1D-gaussian-1c-32p,32,32,0.11196770277946828,17,9.0841281990907e-11,0.1452938008832646,0.036904662329029975,0.036912370058367595,"[0.00030624 0.00058539 0.00107026 0.00187987 0.00316833 0.00512364
 0.00795228 0.01185518 0.01699772 0.02347266 0.0312474  0.04009386
 0.04953314 0.05885735 0.06721915 0.0738017  0.07786068 0.07908424
 0.07710441 0.07236019 0.06529007 0.05660459 0.04719552 0.0378628
 0.02925617 0.02178153 0.01561638 0.01076846 0.00713283 0.00453435
 0.00277292 0.0016107 ]",0.023517626864526256,0.05206476713592842,0.8070038906068913,0.040021358581292424,0.9919264178837576,1.0069751863764802,0.0,seconds,0.45052123069763184,0.3206838686019182,megabytes,680.0,680.0,0.0,0.0,0.18359091200000002,0.18359091200000002,0.5828125,0.38984375,success,back-and-forth,100000,1e-10
1D-gaussian-1c-32p,32,32,0.3243762939966428,23,5.911245346490623e-11,0.16887620944831203,0.04289460009449278,0.042892777800662515,"[0.02651394 0.0274788  0.02844073 0.02933936 0.03018464 0.03098026
 0.03171036 0.03237435 0.03296629 0.0334813  0.03391617 0.03426588
 0.03452974 0.03470258 0.03483993 0.03486311 0.03477928 0.03457945
 0.0342776  0.03388918 0.03342334 0.03288422 0.03227411 0.03159552
 0.03085186 0.03004752 0.02918766 0.02827801 0.02732472 0.02631752
 0.02535049 0.02435209]",0.02747387053186937,0.005715382902815853,0.08858843499364578,0.0045301548951650564,0.9975496754345411,1.002246471741492,0.0,seconds,0.4491252899169922,0.3067443575710058,megabytes,680.0,680.0,31.0,16.5,0.18490572800000002,0.18490572800000002,0.78046875,0.47265625,success,back-and-forth,100000,1e-10
1D-gaussian-1c-32p,32,32,0.32744863096252186,14,7.52874388500508e-11,0.034805056815014654,0.00884049327151141,0.008832925789614563,"[0.02882755 0.0295847  0.03035265 0.03113452 0.03182333 0.03245251
 0.03301292 0.03350087 0.03391294 0.03424631 0.03449882 0.03466894
 0.03475573 0.03475888 0.03467865 0.03451585 0.03427186 0.03394856
 0.03354833 0.03307403 0.03252895 0.03191678 0.03124159 0.03050772
 0.02972087 0.02889785 0.02799932 0.0270781  0.02612496 0.02513861
 0.02413873 0.02313858]",0.005250954604134457,0.01882794657872534,0.29183317197024305,0.013936958676891134,0.9991966494200573,1.0034385708400853,0.0,seconds,0.4999542236328125,0.2523950133472681,megabytes,680.0,680.0,0.0,0.0,0.186294272,0.186294272,0.76328125,0.381640625,success,back-and-forth,100000,1e-10
1D-gaussian-1c-32p,32,32,0.3378124270637969,1,1.0064338409805372e-11,0.0033519559583089346,0.0008513976648085596,0.0008489222129452889,"[0.02975612 0.03027074 0.03076426 0.03122105 0.03163845 0.03201483
 0.03234852 0.03263804 0.0328821  0.03307959 0.0332296  0.03334114
 0.03339654 0.03338943 0.03334413 0.03325009 0.03310775 0.03291775
 0.03268095 0.03239841 0.03207139 0.03170134 0.03128989 0.03083882
 0.03035006 0.02982569 0.02926789 0.02867895 0.02806124 0.02741701
 0.0267496  0.02607862]",0.0004948877492319102,0.005267586298597812,0.08164758762826616,0.004707152629510774,0.9993584888162879,1.0010787936919494,0.0,seconds,0.24716711044311523,0.2102482132613659,megabytes,680.0,680.0,2.0,2.0,0.174391296,0.174391296,0.60859375,0.60859375,success,back-and-forth,100000,1e-10
1D-gaussian-1c-32p,32,32,0.3286876676686058,13,7.445345955999679e-11,0.02908391069718421,0.007387320704409185,0.007381234949398957,"[0.02870339 0.02948648 0.03025047 0.03098028 0.03164267 0.03224655
 0.03278608 0.03325897 0.03367824 0.03399827 0.03424479 0.03442246
 0.034523   0.03454558 0.03449003 0.03435662 0.03414611 0.03385975
 0.03349923 0.03306673 0.03256488 0.0319968  0.031366   0.03067649
 0.02993263 0.02913921 0.02830132 0.02742421 0.02651538 0.02555856
 0.02462152 0.02371729]",0.004518908168944116,0.017245616879431592,0.2673070616311899,0.012797451453765063,0.9988914392893796,1.0036469850011969,0.0,seconds,0.45420289039611816,0.3327245507389307,megabytes,680.0,680.0,18.0,9.5,0.18475008,0.18475008,0.4875,0.344921875,success,back-and-forth,100000,1e-10
1D-gaussian-1c-32p,32,32,0.34325289847849766,21,9.88865030816834e-11,0.188775800945173,0.047949101389199285,0.04794229381792774,"[0.03057512 0.03083934 0.03106716 0.03138299 0.03164451 0.03188018
 0.03209311 0.03228896 0.0324745  0.03265068 0.03279959 0.03287967
 0.03287126 0.03273528 0.03266253 0.03257437 0.03246704 0.03232662
 0.03215234 0.03195205 0.03171648 0.03146114 0.03127204 0.03096291
 0.03059021 0.03016503 0.02971945 0.0292679  0.02881075 0.02831323
 0.02791172 0.02749185]",0.03019315214590241,0.12122038280051453,1.8789159334079772,0.0843966496696365,0.995334090383565,1.0036209640528473,0.0,seconds,0.44672274589538574,0.2903743050992489,megabytes,680.0,680.0,0.0,0.0,0.18680217600000001,0.18680217600000001,0.80859375,0.426171875,success,back-and-forth,100000,1e-10
