dataset,mu_size,nu_size,cost,iterations,error,marginal_error,marginal_error_mu_to_nu,marginal_error_nu_to_mu,rho_mu_push,tv_mu_to_nu,ma_residual_L1,ma_residual_L1_rel,ma_residual_L2,detJ_min,detJ_max,detJ_neg_frac,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,maxiter,tol
1D-students-2df-32p,32,32,0.34965750153841424,19,6.047018640692339e-11,0.083719479769091,0.021264769126128864,0.021259678356777872,"[0.02831522 0.02862406 0.02889933 0.0291831  0.02945334 0.02971646
 0.02997047 0.03021523 0.03045032 0.03067532 0.03088978 0.03109315
 0.03128477 0.03146384 0.03162951 0.03178093 0.0319173  0.03203801
 0.03214265 0.032231   0.03230303 0.03235885 0.03239865 0.03242269
 0.03243121 0.03242447 0.03240275 0.03236551 0.03232147 0.03221458
 0.03219412 0.0321889 ]",0.013894011055722072,0.008121646523200863,0.12588552110961349,0.005944445611080835,0.9989909629421323,1.0025429511982689,0.0,seconds,0.45358943939208984,0.27627378329634666,megabytes,678.0,678.0,0.0,0.0,0.186478592,0.186478592,0.83359375,0.43828125,success,back-and-forth,100000,1e-10
1D-students-2df-32p,32,32,0.2822617172617456,13,9.146264160144472e-11,0.035062448503250555,0.008905870825700915,0.008913161910663887,"[0.0193156  0.02082405 0.02244864 0.02415016 0.02591782 0.02773424
 0.0295749  0.03140959 0.0332113  0.03494442 0.03649582 0.03788748
 0.03905782 0.03995879 0.04055674 0.0408276  0.04076034 0.04035794
 0.03963703 0.03862637 0.0373642  0.03589501 0.0342662  0.03252491
 0.03071555 0.02887789 0.02704604 0.02524794 0.02350577 0.02183223
 0.02024863 0.018779  ]",0.005333805208052017,0.013402534643496567,0.20773928697419697,0.010947812733257607,0.9963411794262259,1.0011705788089327,0.0,seconds,0.23388433456420898,0.24319636449217796,megabytes,678.0,678.0,3.0,3.0,0.158961664,0.158961664,0.74765625,0.74765625,success,back-and-forth,100000,1e-10
1D-students-2df-32p,32,32,0.34219122833901894,11,8.717580321860374e-11,0.01667176986066408,0.0042346337792445714,0.004229634741354731,"[0.03685843 0.03701493 0.03714442 0.03723703 0.0372379  0.03717001
 0.03703107 0.03682264 0.03654667 0.03620575 0.03580299 0.03534198
 0.03482674 0.03426158 0.03365108 0.03299998 0.03231312 0.03159534
 0.03085145 0.03008614 0.02930394 0.02850917 0.02770594 0.02689805
 0.02608907 0.02528224 0.0244805  0.0236865  0.0229026  0.02213059
 0.02136838 0.02064377]",0.0025564415757787745,0.010070024762433929,0.15608538381772605,0.008998531567382315,0.9991064693902149,1.0019554092744933,0.0,seconds,0.26661038398742676,0.24520695209503174,megabytes,680.0,680.0,17.0,17.0,0.16466739200000002,0.16466739200000002,0.6703125,0.6703125,success,back-and-forth,100000,1e-10
1D-students-2df-32p,32,32,0.3423878481360968,6,9.284241716410354e-11,0.008064585562366345,0.0020484067812488564,0.0020480547435643057,"[0.0391068  0.03929695 0.03941496 0.03944388 0.03936959 0.03919793
 0.03893074 0.03857128 0.03812385 0.03759368 0.03698679 0.03630983
 0.03556994 0.03477456 0.0339313  0.03304777 0.03213147 0.03118967
 0.03022928 0.02925682 0.02827834 0.02729936 0.02632488 0.02535935
 0.02440669 0.02347026 0.02255295 0.02165715 0.02078482 0.01993747
 0.01910527 0.01834637]",0.0012683824464455374,0.012863587733098515,0.19938560986302717,0.010403703374880694,0.9986260311779483,1.0012823844612573,0.0,seconds,0.3296797275543213,0.2790571842342615,megabytes,680.0,680.0,9.0,9.0,0.17036083200000002,0.17036083200000002,0.440625,0.440625,success,back-and-forth,100000,1e-10
1D-students-2df-32p,32,32,0.16413658571298803,17,5.842629974255522e-11,0.12391766170870382,0.03147511754914405,0.03147359226019076,"[0.00391757 0.00453298 0.00528413 0.00619939 0.00732117 0.00870546
 0.01042417 0.01256969 0.01525937 0.01863881 0.02288088 0.02817312
 0.03467937 0.0424529  0.05129815 0.06052191 0.06886956 0.07494441
 0.07692945 0.07464025 0.06855549 0.06006859 0.05086016 0.04209832
 0.03440719 0.02796809 0.022721   0.01850711 0.01514644 0.01246649
 0.01036198 0.00859639]",0.01908581919396924,0.04353825246562064,0.6748429132171205,0.03443448790420611,0.9948875966606802,1.0039781818838223,0.0,seconds,0.443897008895874,0.2740522399544716,megabytes,680.0,680.0,25.0,12.5,0.18706841600000002,0.18706841600000002,0.784375,0.3921875,success,back-and-forth,100000,1e-10
1D-students-2df-32p,32,32,0.31568400798479246,23,5.152544926326958e-11,0.20200859326435885,0.05131023399940678,0.05131030216380318,"[0.0262073  0.02733003 0.02843625 0.02952076 0.03056827 0.03156592
 0.03250082 0.03335447 0.0341436  0.03482893 0.03538044 0.03580428
 0.03609182 0.03623994 0.036247   0.03611328 0.03584133 0.03543615
 0.03490503 0.03425738 0.03350432 0.03265826 0.03173247 0.03074061
 0.02969634 0.02861295 0.02750305 0.02637832 0.02525046 0.02410893
 0.02304318 0.02199812]",0.03183821269343139,0.04112295275164294,0.6374057676504661,0.029253018956053006,0.9988952225862088,1.002064395305543,0.0,seconds,0.47948408126831055,0.34645469300448895,megabytes,680.0,680.0,0.0,0.0,0.188203008,0.188203008,0.77421875,0.461328125,success,back-and-forth,100000,1e-10
1D-students-2df-32p,32,32,0.323149643509391,16,8.026723952743944e-11,0.05375371983354671,0.013653458491186177,0.013647570855420699,"[0.03096414 0.03185523 0.03273529 0.03363113 0.0344021  0.03508766
 0.03566933 0.03613808 0.03648577 0.03670624 0.0367955  0.03675195
 0.03657642 0.03627218 0.03584479 0.03530185 0.0346527  0.03390797
 0.03307927 0.03217871 0.03121857 0.03021095 0.02916752 0.02809928
 0.0270164  0.02592809 0.02484259 0.02376707 0.02270784 0.02166949
 0.02065875 0.01967717]",0.008606628679908399,0.02203534629618584,0.34154786759088085,0.017083915659947067,0.9993681813869459,1.0029314272395284,0.0,seconds,0.44670701026916504,0.260581910610199,megabytes,680.0,680.0,23.0,11.5,0.18758860800000002,0.18758860800000002,0.81875,0.409375,success,back-and-forth,100000,1e-10
1D-students-2df-32p,32,32,0.33326174828853494,1,1.94234960580326e-11,0.0042167220209657,0.001071048464374287,0.0010687947617102963,"[0.03114756 0.03175797 0.03233891 0.03286947 0.03334373 0.03375716
 0.0341055  0.03438501 0.03459265 0.03473618 0.03480268 0.03476645
 0.03467026 0.03449883 0.03425404 0.03393855 0.03355576 0.03310964
 0.03260473 0.03204597 0.03143863 0.03078816 0.03010014 0.02938014
 0.02863364 0.02786598 0.02708226 0.0262873  0.02548563 0.02468122
 0.02387862 0.02309724]",0.0006340571002843238,0.00686183315133133,0.1063584138456357,0.00688331471323175,0.9991352705541265,1.0012704575063953,0.0,seconds,0.25675392150878906,0.21198470331728458,megabytes,680.0,680.0,2.0,2.0,0.17856512000000002,0.17856512000000002,0.52578125,0.52578125,success,back-and-forth,100000,1e-10
1D-students-2df-32p,32,32,0.3235739273718674,14,8.761815335963119e-11,0.032268334071025424,0.008196165050209602,0.008193656765743528,"[0.03038993 0.03132695 0.03222653 0.03307127 0.03384632 0.03452136
 0.03510343 0.03558628 0.03595911 0.03621607 0.03635298 0.03636754
 0.03625934 0.03602997 0.03568293 0.03522355 0.03465882 0.0339972
 0.03324838 0.03242291 0.03153196 0.03058691 0.02959913 0.02857959
 0.02753873 0.02648618 0.02543072 0.02438005 0.02334231 0.02230781
 0.02132519 0.02040055]",0.005151541588136754,0.015593593521104504,0.24170069957712004,0.012896753653833479,0.9988324119768113,1.003203372254628,0.0,seconds,0.23675537109375,0.25211894884705544,megabytes,680.0,680.0,20.0,20.0,0.15992012800000002,0.15992012800000002,0.80546875,0.80546875,success,back-and-forth,100000,1e-10
1D-students-2df-32p,32,32,0.33991598602403245,20,9.298492973233282e-11,0.1611026471670433,0.04092011330056274,0.04091716095932078,"[0.03199095 0.03229137 0.03256033 0.03291518 0.03318795 0.03342105
 0.03361039 0.03375556 0.03385634 0.03391264 0.03392391 0.03388826
 0.03380098 0.03365331 0.03343432 0.03314982 0.03277446 0.03243031
 0.03205636 0.03164072 0.03119093 0.03070432 0.03024451 0.02971582
 0.02915233 0.02856017 0.02794586 0.02731617 0.02668168 0.02600731
 0.02540336 0.02482332]",0.024931386933352163,0.07664949085913615,1.1880671083166117,0.05349897667050423,0.9967550575180313,1.0033505835312007,0.0,seconds,0.4314615726470947,0.2802024073898792,megabytes,680.0,680.0,29.0,14.5,0.189558784,0.189558784,0.7703125,0.4296875,success,back-and-forth,100000,1e-10
