dataset,mu_size,nu_size,cost,iterations,error,marginal_error,marginal_error_mu_to_nu,marginal_error_nu_to_mu,rho_mu_push,tv_mu_to_nu,ma_residual_L1,ma_residual_L1_rel,ma_residual_L2,detJ_min,detJ_max,detJ_neg_frac,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,maxiter,tol
1D-cauchy-32p,32,32,0.34583301980195424,24,8.041442760361635e-11,0.3294226547311007,0.08367343797517936,0.08366997310117699,"[0.00497885 0.00537739 0.00580588 0.00631988 0.00686321 0.00750721
 0.00823511 0.00906313 0.01001949 0.0111177  0.01237568 0.01401138
 0.01593716 0.01792821 0.02025586 0.02303212 0.026389   0.03044526
 0.03528381 0.04092436 0.04718287 0.05378357 0.06025503 0.06571317
 0.06921631 0.07001692 0.0679047  0.0633727  0.0573437  0.05072119
 0.04424466 0.03837452]",0.049086749320445454,0.04487463979712484,0.6955569168554357,0.041888028990112965,0.9890581495261193,1.0078377239127834,0.0,seconds,0.4453120231628418,0.29879649728536606,megabytes,678.0,678.0,24.0,17.5,0.18466406400000002,0.18466406400000002,0.815625,0.4296875,success,back-and-forth,100000,1e-10
1D-cauchy-32p,32,32,0.18047936544381854,16,8.128414533878129e-11,0.1188588774901789,0.030190185072705596,0.030189075990607675,"[0.00920612 0.0103285  0.01166103 0.01325113 0.01515531 0.0174523
 0.0202376  0.02362596 0.02774623 0.03272332 0.03863417 0.04542025
 0.05274731 0.05985075 0.06550971 0.06836371 0.06758263 0.06341297
 0.05701705 0.04975566 0.04263425 0.03620245 0.03067149 0.0260466
 0.02223149 0.01909811 0.01652188 0.01439446 0.01262662 0.01114559
 0.00990191 0.00884342]",0.01890457856113069,0.03933433101395274,0.6096821307162681,0.030211399849634307,0.9966129658635948,1.001500703174592,0.0,seconds,0.45197176933288574,0.2633706908673048,megabytes,680.0,680.0,23.0,11.5,0.18491392,0.18491392,0.80703125,0.403515625,success,back-and-forth,100000,1e-10
1D-cauchy-32p,32,32,0.4799095915500002,16,8.617520807403084e-11,0.2246211374674635,0.05705382597059021,0.05702482459812193,"[0.06551719 0.08166368 0.09774677 0.10823895 0.10749198 0.09609618
 0.07938351 0.06330523 0.05025402 0.04001299 0.03201277 0.02587422
 0.02122918 0.01768134 0.0149187  0.01273653 0.01099174 0.0095776
 0.00841545 0.0074481  0.00663404 0.00594273 0.00535112 0.00484142
 0.00439962 0.0040145  0.00367701 0.00337979 0.00311679 0.00288304
 0.00267279 0.00249103]",0.030921036022966746,0.07243304677842627,1.1227122250656079,0.054020416991507045,0.9965038980105062,1.0058387272370561,0.0,seconds,0.2506587505340576,0.26203760877251625,megabytes,680.0,680.0,0.0,0.0,0.157954048,0.157954048,0.70703125,0.70703125,success,back-and-forth,100000,1e-10
1D-cauchy-32p,32,32,0.5478789069813191,15,9.862316232067544e-11,0.13363060744004487,0.03394220823199659,0.03391520944437282,"[0.08017249 0.10784388 0.13335175 0.13947199 0.12073586 0.09229745
 0.06733148 0.04928906 0.03682576 0.02821532 0.02215349 0.017781
 0.01454783 0.01210076 0.01020928 0.00871977 0.00752749 0.00655937
 0.00576331 0.00510138 0.00454548 0.00407442 0.00367202 0.00332573
 0.0030257  0.00276414 0.00253481 0.00233267 0.00215363 0.00199432
 0.00185011 0.00172826]",0.017372153599966408,0.06261177237800815,0.9704824718591272,0.06271002293631385,0.9967587857490519,1.0058378003916235,0.0,seconds,0.5205070972442627,0.25142686627805233,megabytes,680.0,680.0,0.0,0.0,0.18551193600000002,0.18551193600000002,0.78359375,0.391796875,success,back-and-forth,100000,1e-10
1D-cauchy-32p,32,32,0.15889320586866956,20,6.584140906387324e-11,0.31398915964768054,0.079753326303877,0.07976156040779903,"[0.00484705 0.00539271 0.00603854 0.00680704 0.00772619 0.00883794
 0.01019753 0.0118802  0.0139895  0.01666892 0.02011749 0.02460805
 0.03050103 0.03822956 0.04818784 0.06037825 0.07363613 0.0846901
 0.08903186 0.08437835 0.07286677 0.05961101 0.04726709 0.03766138
 0.03038896 0.0247552  0.02001863 0.01657098 0.01391755 0.01183036
 0.01016044 0.00880735]",0.042275397416191594,0.04872139451475923,0.7551816149787689,0.05003120140360071,0.9922846509714116,1.0069995713876199,0.0,seconds,0.44000935554504395,0.3171994034200907,megabytes,680.0,680.0,29.0,14.5,0.18350080000000002,0.18350080000000002,0.665625,0.398828125,success,back-and-forth,100000,1e-10
1D-cauchy-32p,32,32,0.15470403093449953,23,8.770066697398183e-11,0.4758474024195459,0.12086536107998612,0.12091507943094175,"[0.00832038 0.00959029 0.0110512  0.01297375 0.01525798 0.01854608
 0.02257564 0.02686603 0.03305392 0.04177287 0.05238283 0.06487182
 0.0771579  0.08558491 0.0863589  0.07913297 0.06722242 0.05471314
 0.04375945 0.03495677 0.02813091 0.0228928  0.01886498 0.01574238
 0.0132946  0.01135224 0.00979178 0.00852305 0.00747984 0.00661122
 0.00588748 0.00527946]",0.05278229363079399,0.06006910981259368,0.9310712020952031,0.055698760683944346,0.979326452660009,1.0129521970237583,0.0,seconds,0.4316365718841553,0.2909369710832834,megabytes,680.0,680.0,17.0,17.0,0.18497536,0.18497536,0.7953125,0.4421875,success,back-and-forth,100000,1e-10
1D-cauchy-32p,32,32,0.2273158712467908,19,5.833081532837613e-11,0.2978515879569257,0.07565437899547592,0.07565517170914003,"[0.01553335 0.01827947 0.02176646 0.0262592  0.03196772 0.0391961
 0.04812399 0.05854749 0.06940039 0.07835426 0.08242365 0.07991878
 0.0717712  0.06084746 0.05016207 0.04149879 0.03396895 0.02752643
 0.0228312  0.0191079  0.01615727 0.01377303 0.01188085 0.01034349
 0.00906646 0.00800637 0.00711376 0.00635766 0.00571367 0.00515762
 0.00467977 0.00426516]",0.03886667388940244,0.09566544541997221,1.4828144040095705,0.0748410016991491,0.9935737153136271,1.0060392566467373,0.0,seconds,0.42540812492370605,0.27451473847031593,megabytes,680.0,680.0,22.0,13.5,0.185585664,0.185585664,0.7703125,0.42929687499999997,success,back-and-forth,100000,1e-10
1D-cauchy-32p,32,32,0.24114468558465907,12,8.110097748790855e-11,0.05557152787843359,0.01411518219631138,0.014147771659213684,"[0.01845297 0.02132892 0.02484708 0.02913296 0.03427291 0.04033751
 0.04723656 0.05459062 0.06159127 0.06700918 0.06955804 0.06850245
 0.06423243 0.05784082 0.05053544 0.04337869 0.03691118 0.03134544
 0.02667995 0.02281824 0.01963516 0.01700908 0.0148341  0.01302279
 0.01150478 0.01022409 0.00913642 0.00820665 0.00740689 0.00671454
 0.00611277 0.00559006]",0.0073944597756714905,0.042838203963231125,0.663992161430083,0.03327434830581002,0.9969225339857853,1.0031508238679159,0.0,seconds,0.44922733306884766,0.257856959477067,megabytes,680.0,680.0,18.0,9.0,0.18642534400000002,0.18642534400000002,0.78515625,0.392578125,success,back-and-forth,100000,1e-10
1D-cauchy-32p,32,32,0.2392874681513301,11,9.9266670156197e-11,0.03568468509396287,0.009063919077790175,0.009083794552012485,"[0.01846466 0.02118288 0.02444931 0.02835367 0.03296524 0.03832215
 0.04434496 0.05075631 0.05699127 0.06213522 0.06520913 0.06553217
 0.06298256 0.05816667 0.05206916 0.04562397 0.03947725 0.03396519
 0.02919839 0.02515844 0.02176824 0.01893296 0.0165603  0.0145687
 0.01288949 0.01146627 0.01025328 0.00921358 0.00831744 0.00754045
 0.0068643  0.00627637]",0.00500560560498145,0.0383625323263562,0.5946192510585218,0.0299304535868821,0.9972074284163602,1.001799755793764,0.0,seconds,0.24526119232177734,0.24120808020234108,megabytes,680.0,680.0,16.0,16.0,0.158605312,0.158605312,0.71484375,0.71484375,success,back-and-forth,100000,1e-10
1D-cauchy-32p,32,32,0.2669191051141386,21,5.029687196297726e-11,0.37844697339472577,0.09612562736793574,0.09612775686555718,"[0.022117   0.02572919 0.03010298 0.03542952 0.041643   0.04864553
 0.05601434 0.06290363 0.06807861 0.07029644 0.06894625 0.06440243
 0.05775428 0.050269   0.04310153 0.036779   0.03207964 0.02676193
 0.02295697 0.01977883 0.01718637 0.01495179 0.01317877 0.01166218
 0.01035089 0.00924802 0.00830582 0.00749608 0.00679603 0.00618635
 0.00565534 0.00519224]",0.04388300164155945,0.050698555086751904,0.7858276038446552,0.04033279755108629,0.9905148769193335,1.006420660347445,0.0,seconds,0.46713876724243164,0.2899905014783144,megabytes,680.0,680.0,0.0,0.0,0.186724352,0.186724352,0.771875,0.3859375,success,back-and-forth,100000,1e-10
