dataset,mu_size,nu_size,cost,iterations,error,marginal_error,marginal_error_mu_to_nu,marginal_error_nu_to_mu,rho_mu_push,tv_mu_to_nu,ma_residual_L1,ma_residual_L1_rel,ma_residual_L2,detJ_min,detJ_max,detJ_neg_frac,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,maxiter,tol
1D-exponential-32p,10,14,0.3772011108026445,20,6.525344004275821e-11,0.6333561110248986,0.1608726130730177,0.16117587234340794,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01576986 0.2195442  0.1761016
 0.15411821 0.1085864  0.09532504 0.07012052 0.05581383 0.04354683
 0.03416852 0.02690499]",0.057659477978475024,0.06451612903225801,1.0,0.09625206123961422,0.9096275386305644,1.1389475139120104,0.0,seconds,0.48550939559936523,0.33235867507755756,megabytes,680.0,680.0,29.0,14.5,0.188686336,0.188686336,0.82265625,0.42890625,success,back-and-forth,100000,1e-10
1D-exponential-32p,12,11,0.24906223266984429,10,7.344401075426073e-11,0.25904659565383614,0.06579790109400835,0.06575744077170502,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.0023116  0.24444459 0.18751194 0.14430692 0.10834085
 0.08439019 0.06344369 0.04863874 0.0371805  0.02843213 0.02172754
 0.01657293 0.01269839]",0.015919753723483754,0.06451612903225801,1.0,0.09685778421281313,0.977380463723129,1.0290963590647042,0.0,seconds,0.2552347183227539,0.24624247662723064,megabytes,680.0,680.0,0.0,0.0,0.164315136,0.164315136,0.68828125,0.68828125,success,back-and-forth,100000,1e-10
1D-exponential-32p,15,13,0.08164998904885236,18,8.716366110396779e-11,0.43088643509078,0.10944526395837675,0.10928483760251795,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.01511221 0.2976627
 0.20074006 0.16310203 0.10170732 0.06997176 0.04860945 0.03298822
 0.02320356 0.01567547 0.01088016 0.00748739 0.0051645  0.00355861
 0.00244858 0.00168797]",0.03312999796256964,0.06451612903225801,1.0,0.10952556415400237,0.9600819410628725,1.056172876781111,0.0,seconds,0.5169720649719238,0.27911899238824844,megabytes,680.0,680.0,0.0,0.0,0.188416,0.188416,0.78515625,0.422265625,success,back-and-forth,100000,1e-10
1D-exponential-32p,16,15,0.036216605264257844,15,9.543931717343283e-11,0.4002132323859055,0.10165426268033347,0.10170618701537466,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 4.45931341e-03
 3.75637504e-01 2.33674201e-01 1.48167229e-01 8.94998796e-02
 5.73201112e-02 3.44494869e-02 2.16728961e-02 1.34286952e-02
 8.38212464e-03 5.22643179e-03 3.25421676e-03 2.02194240e-03
 1.25361632e-03 7.75871646e-04 4.79123572e-04 2.97356947e-04]",0.026354045804835934,0.06451612903225801,1.0,0.12305977520996225,0.9641723148291068,1.0451919206416238,0.0,seconds,0.4451179504394531,0.26595730893313885,megabytes,680.0,680.0,12.0,11.0,0.19099648000000002,0.19099648000000002,0.728125,0.3640625,success,back-and-forth,100000,1e-10
1D-exponential-32p,11,8,0.2600077186252442,28,9.090239816826377e-11,0.5321399204353644,0.13516367495432505,0.13497499900619622,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.71297924e-08 3.19287206e-01 2.08029569e-01 1.42549232e-01
 1.12064623e-01 7.20460543e-02 5.02171731e-02 3.49384515e-02
 2.39790272e-02 1.70858020e-02 1.16551353e-02 8.14766927e-03]",0.04321716545546225,0.06451612903225801,1.0,0.10983574064717017,0.9652121520051312,1.0250694967906537,0.0,seconds,0.5280351638793945,0.3984372839331627,megabytes,680.0,680.0,0.0,0.0,0.187469824,0.187469824,0.828125,0.491015625,success,back-and-forth,100000,1e-10
1D-exponential-32p,13,16,0.16096925262182887,19,8.033628063987164e-11,0.826202650875728,0.20985568317822292,0.21004037779639836,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.03477511 0.26829404 0.18305792 0.17749226 0.09955804 0.07704069
 0.05107244 0.03567367 0.02486962 0.01736753 0.01215092 0.00850672
 0.00596082 0.00418023]",0.06023297492360998,0.6400560525335799,9.920868814270497,0.45472426230248336,0.9185684315318297,1.1633262379204092,0.0,seconds,0.4581782817840576,0.3122288230806589,megabytes,680.0,680.0,24.0,14.0,0.19000934400000002,0.19000934400000002,0.77578125,0.428125,success,back-and-forth,100000,1e-10
1D-exponential-32p,14,11,0.13142356259175747,38,9.766439273578822e-11,0.5762657960070355,0.1463716585575187,0.1461651284615336,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.99179958e-07 2.91259511e-01 1.94176568e-01
 1.37941706e-01 1.14919254e-01 7.54744945e-02 5.51094436e-02
 3.93276390e-02 2.80645104e-02 2.10429784e-02 1.48251220e-02
 1.06530067e-02 7.67566128e-03 5.53485643e-03 3.99484845e-03]",0.04225989508352411,0.06451612903225801,1.0,0.10336705748793001,0.9592694192585732,1.0293982554310477,0.0,seconds,0.4840240478515625,0.3890136480331421,megabytes,680.0,680.0,46.0,27.5,0.185131008,0.185131008,0.7921875,0.6046875,success,back-and-forth,100000,1e-10
1D-exponential-32p,14,13,0.16069790259104894,12,7.693318017531368e-11,0.29322419359663465,0.07447901965260206,0.07436309737568668,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00173824
 0.23757822 0.18363501 0.14038202 0.10694513 0.08348038 0.06356861
 0.04854669 0.03715468 0.02842841 0.02176255 0.0166713  0.01277797
 0.00980183 0.00752895]",0.018358013863340905,0.06451612903225801,1.0,0.09461271048357736,0.972144435510838,1.033101030698494,0.0,seconds,0.2591836452484131,0.2428950797766447,megabytes,680.0,680.0,0.0,0.0,0.165797888,0.165797888,0.69375,0.69375,success,back-and-forth,100000,1e-10
1D-exponential-32p,13,14,0.21339621946443676,14,9.542212070858744e-11,0.29264293031602445,0.07433137863168598,0.07426781775743307,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.0027824  0.22604204 0.17749232 0.14036441 0.10848369 0.08542431
 0.06628838 0.05161974 0.04021116 0.03132682 0.02441871 0.01904114
 0.01487029 0.0116346 ]",0.017905897074593426,0.06451612903225801,1.0,0.09285470427625503,0.9657785604838693,1.0281416729938484,0.0,seconds,0.4586005210876465,0.3113888744264841,megabytes,680.0,680.0,20.0,10.0,0.18958745600000002,0.18958745600000002,0.66875,0.376953125,success,back-and-forth,100000,1e-10
1D-exponential-32p,14,11,0.16143661578562307,35,9.11146003511299e-11,0.6374281336078881,0.16190690784339232,0.16175387309710976,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 6.05787773e-07 2.47750797e-01 1.73703673e-01
 1.31588573e-01 1.17695054e-01 8.16081859e-02 6.39342829e-02
 4.82287141e-02 3.67052570e-02 2.94483009e-02 2.20354389e-02
 1.68382602e-02 1.29160308e-02 9.91946398e-03 7.62736202e-03]",0.04417482834938199,0.06451612903225801,1.0,0.09443764114821095,0.9568905039991549,1.0314776478496168,0.0,seconds,0.4791557788848877,0.41898720525205135,megabytes,680.0,680.0,50.0,25.0,0.186441728,0.186441728,0.7828125,0.5828125,success,back-and-forth,100000,1e-10
