time,cost,iterations,error,marginal_error,marginal_error_mu_to_nu,marginal_error_nu_to_mu,rho_mu_push,tv_mu_to_nu,ma_residual_L1,ma_residual_L1_rel,ma_residual_L2,detJ_min,detJ_max,detJ_neg_frac,status,dataset,mu_size,nu_size,name,maxiter,tol
0.28290180303156376,cost_euclid,1,7.616116557062683e-17,0.10294706567962654,0.10294706567962654,0.10292098604874174,"[[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [2.38061644e-12 8.20742647e-08 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [1.98694175e-18 6.85019141e-14 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  ...
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]]

 [[2.32095974e-12 8.20740340e-08 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [7.05158017e-12 2.46293868e-07 1.96975413e-06 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [2.27188960e-17 1.29821853e-11 3.28297530e-07 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  ...
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]]

 [[1.18337823e-17 4.18467514e-13 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [4.72757245e-12 1.64255805e-07 2.87255604e-06 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [3.44037436e-17 2.32806696e-10 5.90942126e-06 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  ...
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]]

 ...

 [[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  ...
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.09758880e-04
   2.40570239e-04 4.73484359e-05]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 4.15405396e-06
   7.09227809e-05 5.76201264e-04]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.12585743e-09
   5.70387469e-06 2.84340778e-04]]

 [[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  ...
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.35544599e-04
   7.02106034e-05 6.30415809e-06]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.20718693e-04
   4.85998026e-04 3.08078402e-04]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.35207524e-07
   8.83364387e-06 8.43028374e-04]]

 [[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  ...
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 9.39827527e-05
   1.09531289e-05 3.47335368e-07]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 4.03070996e-04
   4.06824730e-04 1.22066195e-04]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.94763472e-06
   3.49952475e-04 8.64107078e-03]]]",0.9630408580131964,1.9264182595435941,1.9264182595435941,0.10281685228299355,0.9931048344595608,1.0164292911346668,0.0,success,a0209-_DGW6273.jpg -> a2231-kme_394.jpg,5262,18067,back-and-forth,10000,1e-10
