dataset,mu_size,nu_size,cost,iterations,error,cost_rerr,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter,tol
3D-students-4df-16p,4096,4096,234.5763237177658,141,4.668983212321442e-07,0.003599194398309405,seconds,0.21509623527526855,0.07101790979504585,megabytes,674.0,674.0,25.0,25.0,0.48232448000000006,0.48232448000000006,0.13359375,0.13359375,success,sinkhorn,1.0,10000,1e-06
3D-students-4df-16p,4096,4096,124.17885538224326,141,6.411761050468305e-07,0.0064987377144715705,seconds,0.2042529582977295,0.07112139277160168,megabytes,674.0,674.0,3.0,3.0,0.48221798400000004,0.48221798400000004,0.178125,0.178125,success,sinkhorn,1.0,10000,1e-06
3D-students-4df-16p,4096,4096,124.03738119194865,171,8.506141802664442e-07,0.007619262919565158,seconds,0.24797773361206055,0.08500058203935623,megabytes,674.0,674.0,30.0,30.0,0.48214016000000004,0.48214016000000004,0.04453125,0.04453125,success,sinkhorn,1.0,10000,1e-06
3D-students-4df-16p,4096,4096,123.27260781424746,151,7.233738644348197e-07,0.005347046779985527,seconds,0.22116494178771973,0.0755963958799839,megabytes,674.0,674.0,3.0,3.0,0.48199270400000005,0.48199270400000005,0.134375,0.134375,success,sinkhorn,1.0,10000,1e-06
3D-students-4df-16p,4096,4096,156.62088453279438,81,5.738711833632394e-07,0.003532885350674251,seconds,0.21918725967407227,0.042337591759860516,megabytes,674.0,674.0,3.0,3.0,0.482816,0.482816,0.0,0.0,success,sinkhorn,1.0,10000,1e-06
3D-students-4df-16p,4096,4096,123.39624356544263,161,9.881624374960216e-07,0.003393486832516808,seconds,0.22363018989562988,0.08035936672240496,megabytes,674.0,674.0,38.0,38.0,0.48199270400000005,0.48199270400000005,0.17109375,0.17109375,success,sinkhorn,1.0,10000,1e-06
3D-students-4df-16p,4096,4096,88.06390317757993,171,9.698478871028507e-07,0.01010433038268353,seconds,0.21256685256958008,0.08438786305487156,megabytes,674.0,674.0,18.0,18.0,0.293994496,0.293994496,0.22109375,0.22109375,success,sinkhorn,1.0,10000,1e-06
3D-students-4df-16p,4096,4096,184.4074980277515,151,4.486637656381209e-07,0.004599523808207615,seconds,0.21144986152648926,0.07537030894309282,megabytes,674.0,674.0,6.0,6.0,0.29386752,0.29386752,0.1765625,0.1765625,success,sinkhorn,1.0,10000,1e-06
3D-students-4df-16p,4096,4096,178.73079009482723,131,3.4972003473763144e-07,0.003785514155189972,seconds,0.230820894241333,0.0768740950152278,megabytes,674.0,674.0,22.0,22.0,0.293777408,0.293777408,0.12421875,0.12421875,success,sinkhorn,1.0,10000,1e-06
3D-students-4df-16p,4096,4096,179.73449717196632,201,6.318467058138887e-07,0.0033224296826469494,seconds,0.2248690128326416,0.09954711049795151,megabytes,804.0,804.0,5.0,5.0,0.29376512,0.29376512,0.2609375,0.2609375,success,sinkhorn,1.0,10000,1e-06
3D-students-4df-16p,4096,4096,86.03760461596244,111,8.083742570007035e-07,0.006467507383660336,seconds,0.21770238876342773,0.05636513605713844,megabytes,674.0,674.0,26.0,26.0,0.29375692800000003,0.29375692800000003,0.04375,0.04375,success,sinkhorn,1.0,10000,1e-06
3D-students-4df-16p,4096,4096,13.974319437220547,221,9.310718683421844e-07,0.060306793671918234,seconds,0.21823930740356445,0.11565524153411388,megabytes,804.0,804.0,0.0,0.0,0.29376102400000004,0.29376102400000004,0.3875,0.3875,success,sinkhorn,1.0,10000,1e-06
3D-students-4df-16p,4096,4096,133.25074550319746,171,6.306620390797485e-07,0.0067041857109122254,seconds,0.20941638946533203,0.08530126605182886,megabytes,804.0,804.0,16.0,16.0,0.293699584,0.293699584,0.21953125,0.21953125,success,sinkhorn,1.0,10000,1e-06
