dataset,mu_size,nu_size,cost,iterations,error,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter,exception
3D-gaussian-2c-24p,13824,13824,1.7755994375085562,11,1.8704515236632096e-17,seconds,0.2237093448638916,0.05740502942353487,megabytes,2130.0,2130.0,52.0,52.0,0.022437888000000003,0.022437888000000003,0.11875,0.11875,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-24p,13824,13824,1.8075749827441228,11,1.6730566299564087e-17,seconds,0.2121119499206543,0.06054075341671705,megabytes,2132.0,2132.0,54.0,54.0,0.022470656000000002,0.022470656000000002,0.128125,0.128125,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-24p,13824,13824,1.679144206175073,11,1.946170224590987e-17,seconds,0.24313902854919434,0.059845137409865856,megabytes,2130.0,2130.0,65.0,65.0,0.02246656,0.02246656,0.0765625,0.0765625,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-24p,13824,13824,1.9696989867138086,11,1.696100042608125e-17,seconds,0.22347116470336914,0.07205669116228819,megabytes,2132.0,2132.0,55.0,55.0,0.022503424,0.022503424,0.08515625,0.08515625,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-24p,13824,13824,1.804762539419796,11,1.7476746047934943e-17,seconds,0.23317980766296387,0.07672343123704195,megabytes,2130.0,2130.0,35.0,35.0,0.02238464,0.02238464,0.20078125,0.20078125,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-24p,13824,13824,1.7164185590223802,11,3.320901426692508e-17,seconds,0.2205209732055664,0.0595260551199317,megabytes,2132.0,2132.0,54.0,54.0,0.02301952,0.02301952,0.08515625,0.08515625,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-24p,13824,13824,1.7596931996325929,11,1.583003919242995e-17,seconds,0.23829174041748047,0.0699367094784975,megabytes,2130.0,2130.0,55.0,55.0,0.022376448,0.022376448,0.11796875,0.11796875,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-24p,13824,13824,1.7192836904663598,11,1.56200221152855e-17,seconds,0.2089219093322754,0.06853002775460482,megabytes,2132.0,2132.0,58.0,58.0,0.022437888000000003,0.022437888000000003,0.17421875,0.17421875,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-24p,13824,13824,1.8612223447354674,11,1.6992988117691263e-17,seconds,0.22086858749389648,0.06438294425606728,megabytes,2130.0,2130.0,46.0,46.0,0.022454272,0.022454272,0.12890625,0.12890625,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-24p,13824,13824,1.8883023111413182,11,1.731004704550816e-17,seconds,0.2142651081085205,0.06932265218347311,megabytes,2132.0,2132.0,55.0,55.0,0.022347776,0.022347776,0.13125,0.13125,success,sinkhorn-normed,1.0,1000000,
