dataset,mu_size,nu_size,cost,iterations,error,cost_rerr,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter,tol
1D-cauchy-32p,32,32,0.15832478206834788,439,7.136375115678125e-07,1.3069640705033485,seconds,0.6506612300872803,0.5920454105362296,megabytes,546.0,546.0,99.0,95.0,0.166846464,0.166846464,0.78203125,0.7049479166666668,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.16770518516395438,276,8.755577345069816e-07,0.2185272556430425,seconds,0.23123621940612793,0.09091927390545607,megabytes,546.0,546.0,20.0,20.0,0.160038912,0.160038912,0.2125,0.2125,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.1339222467013967,251,9.688037662725583e-07,0.8052861602798138,seconds,0.44757890701293945,0.4407470151782036,megabytes,546.0,546.0,99.0,97.0,0.16692019200000002,0.16692019200000002,0.7765625,0.7703125,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.2419988042259398,263,8.208624289554601e-07,0.21965933590237458,seconds,0.4198427200317383,0.43682189751416445,megabytes,546.0,546.0,99.0,93.0,0.166699008,0.166699008,0.790625,0.77890625,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.2948240131651305,374,8.631694289775291e-07,0.39787246894326816,seconds,0.7074921131134033,0.589614013209939,megabytes,546.0,546.0,99.0,97.0,0.166883328,0.166883328,0.80859375,0.6333333333333333,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.1750451793683172,328,8.651831661376192e-07,0.07313261883339335,seconds,0.6595010757446289,0.49814108293503523,megabytes,546.0,546.0,99.0,97.0,0.167329792,0.167329792,0.81484375,0.5499999999999999,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.11140170720064081,379,7.56338640250691e-07,18.550576940534764,seconds,0.7071664333343506,0.5454232348129153,megabytes,546.0,546.0,99.0,94.33333333333333,0.16724787200000002,0.16724787200000002,0.7765625,0.5437500000000001,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.11855888353704924,395,8.573310578519935e-07,23.372871258023757,seconds,0.6391592025756836,0.5450921142473817,megabytes,546.0,546.0,99.0,95.33333333333333,0.16623616000000002,0.16623616000000002,0.7890625,0.6278645833333334,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.2024839939855737,325,5.536552045276267e-07,0.25449155061784456,seconds,0.530644416809082,0.5279594473540783,megabytes,546.0,546.0,99.0,94.5,0.166330368,0.166330368,0.7875,0.7847656249999999,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.11079115050483127,324,6.553621628578969e-07,1.1391389878130525,seconds,0.6287074089050293,0.5049692001193762,megabytes,546.0,546.0,99.0,94.66666666666667,0.166383616,0.166383616,0.80625,0.6200520833333333,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.21356771776823802,342,6.393135663425043e-07,0.17076931615474963,seconds,0.6188545227050781,0.5167002324014902,megabytes,546.0,546.0,99.0,97.0,0.16648601600000001,0.16648601600000001,0.7703125,0.62109375,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.5535172635968932,316,9.232949102317138e-07,0.4467177730903411,seconds,0.6272673606872559,0.5088225686922669,megabytes,546.0,546.0,99.0,95.33333333333333,0.166469632,0.166469632,0.78671875,0.6132812500000001,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.7056160114111986,274,8.614825000206269e-07,0.4446460235574899,seconds,0.4424135684967041,0.44990181364119053,megabytes,546.0,546.0,99.0,96.5,0.16629760000000002,0.16629760000000002,0.78203125,0.78203125,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.10856742058723687,321,8.176440333702274e-07,0.5562482937366668,seconds,0.6448183059692383,0.5080736055970192,megabytes,546.0,546.0,99.0,95.33333333333333,0.166494208,0.166494208,0.82109375,0.5856770833333332,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.25962876921840905,372,9.49927376012639e-07,0.19250218347162332,seconds,0.2203211784362793,0.11616807524114847,megabytes,546.0,546.0,48.0,48.0,0.159371264,0.159371264,0.33359375,0.33359375,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.26302087379394923,251,8.917995883269841e-07,0.29808691050756897,seconds,0.4930243492126465,0.4496196359395981,megabytes,546.0,546.0,99.0,94.0,0.16642457600000002,0.16642457600000002,0.74921875,0.678515625,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.15661195254856783,297,7.027766561285067e-07,0.2611047639632947,seconds,0.623650312423706,0.45895788725465536,megabytes,546.0,546.0,99.0,96.0,0.16703078400000002,0.16703078400000002,0.78828125,0.5325520833333334,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.33076818330770535,253,2.537186999856795e-07,0.261438422721384,seconds,0.4469871520996094,0.4251324264332652,megabytes,546.0,546.0,98.0,92.5,0.16626073600000002,0.16626073600000002,0.7703125,0.72890625,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.25476825416368587,369,9.797322069223537e-07,0.38343702156794074,seconds,0.6433532238006592,0.5664211260154843,megabytes,546.0,546.0,99.0,96.0,0.166658048,0.166658048,0.77109375,0.6557291666666667,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.11636927845490413,365,9.949625553962473e-07,4.200069180654357,seconds,0.7139139175415039,0.5480964332818985,megabytes,546.0,546.0,99.0,97.66666666666667,0.16704716800000002,0.16704716800000002,0.78828125,0.56796875,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.5343751013770388,307,9.069989803786138e-07,0.39209703897289305,seconds,0.6433665752410889,0.455897256731987,megabytes,546.0,546.0,99.0,94.33333333333333,0.167903232,0.167903232,0.784375,0.5203125000000001,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.2859040436146283,360,7.817045483769118e-07,0.22149913816875055,seconds,0.6967339515686035,0.5600631972774863,megabytes,546.0,546.0,99.0,96.0,0.166674432,0.166674432,0.82109375,0.5856770833333333,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.1463884128714704,347,4.697772086525522e-07,0.49027861030836484,seconds,0.6378359794616699,0.5111097441986203,megabytes,546.0,546.0,99.0,96.66666666666667,0.1667072,0.1667072,0.7703125,0.5981770833333333,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.140712378445227,453,9.886733463898268e-07,3.369532422996983,seconds,0.625591516494751,0.6080633560195565,megabytes,546.0,546.0,99.0,94.66666666666667,0.166580224,0.166580224,0.78828125,0.7421875,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.16701851718089797,393,7.335085260212709e-07,0.691729160804778,seconds,0.6321351528167725,0.5748507138341665,megabytes,546.0,546.0,99.0,96.66666666666667,0.16676864000000002,0.16676864000000002,0.7953125,0.709375,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.06496480830420207,325,7.506226870389622e-07,3.574965494143511,seconds,0.6498100757598877,0.4992448138073087,megabytes,546.0,546.0,99.0,94.66666666666667,0.166797312,0.166797312,0.76484375,0.5520833333333334,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.12459475162122108,299,5.303255933944315e-07,0.8975865080851475,seconds,0.47321200370788574,0.4709446933120489,megabytes,546.0,546.0,99.0,94.0,0.166633472,0.166633472,0.7953125,0.7859375,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.1381290881245549,241,9.328300350564927e-07,2.319610895786867,seconds,0.2532625198364258,0.25217870716005564,megabytes,546.0,546.0,92.0,92.0,0.15938764800000002,0.15938764800000002,0.76015625,0.76015625,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.35101675322620907,307,7.745304442079132e-07,0.3764627608908894,seconds,0.2676815986633301,0.10916810296475887,megabytes,546.0,546.0,0.0,0.0,0.160026624,0.160026624,0.18515625,0.18515625,success,lbfgs,1.0,100000,1e-06
1D-cauchy-32p,32,32,0.5963921291233792,363,8.471872096687484e-07,0.4635723849490395,seconds,0.718881368637085,0.5584841789677739,megabytes,546.0,546.0,99.0,95.66666666666667,0.167038976,0.167038976,0.784375,0.52890625,success,lbfgs,1.0,100000,1e-06
1D-cauchy-64p,64,64,0.15610489470522956,2278,5.291568169840207e-07,1.3330974546667411,seconds,1.9239451885223389,1.9039869541302323,megabytes,548.0,548.0,99.0,97.44444444444444,0.170422272,0.170422272,0.8171875,0.7660590277777777,success,lbfgs,1.0,100000,1e-06
1D-cauchy-64p,64,64,0.1648529651722536,1449,6.571251844868263e-07,0.23515959879310722,seconds,1.4980652332305908,1.3571150181815028,megabytes,548.0,548.0,99.0,86.0,0.170999808,0.170999808,0.78125,0.6902901785714286,success,lbfgs,1.0,100000,1e-06
