dataset,mu_size,nu_size,cost,iterations,error,cost_rerr,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter,learning_rate,tol
1D-cauchy-32p,32,32,0.15757288688917462,286448,9.999971428698018e-07,1.2960081409231734,seconds,9.379955053329468,9.291373187676072,megabytes,546.0,546.0,74.0,70.19047619047619,0.16296755200000002,0.16296755200000002,0.8078125,0.7684337797619046,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.16735358060593053,407299,9.99997776141015e-07,0.21597253596194538,seconds,13.859447479248047,13.774345848709345,megabytes,546.0,546.0,73.0,68.265625,0.16288153600000002,0.16288153600000002,0.81328125,0.7744750976562499,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.1327326869694735,458390,9.999989218911765e-07,0.7892507682985593,seconds,15.342198133468628,15.269809509627521,megabytes,546.0,546.0,72.0,69.74626865671642,0.162885632,0.162885632,0.8109375,0.7744169776119403,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.24012121771638312,478955,9.999994219356267e-07,0.2257137340158474,seconds,15.992479085922241,15.839827699586749,megabytes,546.0,546.0,73.0,69.66666666666667,0.16287744,0.16287744,0.81875,0.7684791666666668,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.2914863961658518,663104,9.999983330288842e-07,0.4046889797892251,seconds,22.771141290664673,22.64178617950529,megabytes,546.0,546.0,76.0,68.43809523809524,0.222191616,0.222191616,0.81875,0.7755952380952382,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.1744875785296239,511569,9.99997788575513e-07,0.07608512532892217,seconds,17.183512687683105,17.1926259547472,megabytes,546.0,546.0,72.0,69.81944444444444,0.162820096,0.162820096,0.8125,0.7778862847222224,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.11326687923964696,312492,9.999951871009216e-07,18.877907556664802,seconds,10.479244232177734,10.32857188116759,megabytes,546.0,546.0,73.0,70.375,0.1627136,0.1627136,0.80859375,0.7671874999999998,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.12002418959764027,292753,9.999999566190354e-07,23.674103142998675,seconds,10.017639398574829,9.86064607091248,megabytes,546.0,546.0,72.0,68.08695652173913,0.162824192,0.162824192,0.81484375,0.7604959239130433,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.20170845796177622,599154,9.999994770026888e-07,0.2573469301822286,seconds,20.12589693069458,20.020708540454507,megabytes,546.0,546.0,73.0,69.75,0.222142464,0.222142464,0.815625,0.7760444972826089,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.11129448912045847,486333,9.999984147412988e-07,1.1488573746323414,seconds,16.13883876800537,16.122013257816434,megabytes,546.0,546.0,73.0,70.14473684210526,0.162770944,0.162770944,0.81015625,0.7813322368421054,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.21156776331637533,362562,9.999982344410796e-07,0.15980564931213775,seconds,11.85108757019043,11.81596731301397,megabytes,546.0,546.0,73.0,69.88,0.162725888,0.162725888,0.8171875,0.7835781250000002,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.547577179896575,680616,9.999998908938323e-07,0.45265533448885126,seconds,22.595320224761963,22.561114078387618,megabytes,546.0,546.0,73.0,69.9795918367347,0.22212608,0.22212608,0.81875,0.7773995535714285,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.6982750852312452,620291,9.999984831310371e-07,0.450423688007953,seconds,20.80232071876526,20.687280100770295,megabytes,546.0,546.0,73.0,69.26315789473684,0.22216704,0.22216704,0.81875,0.7761842105263158,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.11168768688828451,428785,9.999981775976607e-07,0.6009754234846519,seconds,14.524386405944824,14.421687106601894,megabytes,546.0,546.0,72.0,69.31818181818181,0.162852864,0.162852864,0.815625,0.7754379734848481,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.2571627807871989,458954,9.999974022179003e-07,0.2001719046653917,seconds,15.122201442718506,15.051716251298785,megabytes,546.0,546.0,73.0,71.0,0.162889728,0.162889728,0.81484375,0.7776123046875,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.262044689020391,485095,9.9999863323319e-07,0.3006920150395404,seconds,16.101192951202393,16.1121541634202,megabytes,546.0,546.0,73.0,69.74324324324324,0.162934784,0.162934784,0.84921875,0.7807749155405402,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.15791564865624363,360752,9.999989414311017e-07,0.2716026687872608,seconds,12.370532035827637,12.223049120046198,megabytes,546.0,546.0,72.0,68.84905660377359,0.162947072,0.162947072,0.8296875,0.7687942216981132,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.32679729292817017,408934,9.999981136488145e-07,0.27030489540500885,seconds,13.525917768478394,13.528755501843989,megabytes,546.0,546.0,73.0,70.50819672131148,0.163012608,0.163012608,0.81953125,0.7805071721311476,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.2528090171244857,697073,9.999992274245528e-07,0.3881785582570744,seconds,23.369291305541992,23.335721758194268,megabytes,546.0,546.0,73.0,69.21698113207547,0.222257152,0.222257152,0.81796875,0.7786482900943398,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.1190221852359861,282302,9.99996427886174e-07,4.318616781658855,seconds,9.703371286392212,9.583547457121313,megabytes,546.0,546.0,72.0,68.11627906976744,0.162910208,0.162910208,0.8140625,0.7665879360465117,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.5281766633750099,490794,9.999971055663082e-07,0.39914835705539053,seconds,15.66839075088501,15.490752642042935,megabytes,546.0,546.0,74.0,72.86567164179104,0.164040704,0.164040704,0.815625,0.7692164179104479,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.28306841030045127,452705,9.999998313858782e-07,0.22922041049150152,seconds,15.079482316970825,15.042508085258305,megabytes,546.0,546.0,73.0,69.22222222222223,0.162902016,0.162902016,0.8171875,0.7818467881944446,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.14660619930662305,391676,9.999998864529402e-07,0.49249574252229417,seconds,13.137898921966553,12.974429482594132,megabytes,546.0,546.0,73.0,69.2542372881356,0.16400793600000002,0.16400793600000002,0.81015625,0.7662870762711864,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.14057889255355524,289655,9.999950325578766e-07,3.3653872942022236,seconds,10.046306133270264,9.872694562189281,megabytes,546.0,546.0,72.0,67.65957446808511,0.164098048,0.164098048,0.815625,0.764594414893617,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.1661310696083046,348095,9.999985639552733e-07,0.6827402117793502,seconds,11.886714458465576,11.884587288834155,megabytes,546.0,546.0,72.0,68.43636363636364,0.162926592,0.162926592,0.81484375,0.7777272727272728,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.07154939153687748,447689,9.999974528440703e-07,4.038666409595261,seconds,14.699538707733154,14.71063074003905,megabytes,546.0,546.0,73.0,70.34375,0.16299212800000001,0.16299212800000001,0.81953125,0.77872314453125,success,gradient,1.0,1000000,0.001,1e-06
1D-cauchy-32p,32,32,0.12426333105567036,467566,9.999998278331645e-07,0.8925389504191321,seconds,15.307024717330933,15.19166122470051,megabytes,546.0,546.0,74.0,70.74242424242425,0.162971648,0.162971648,0.8203125,0.7750473484848482,success,gradient,1.0,1000000,0.001,1e-06
