dataset,mu_size,nu_size,cost,iterations,error,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter,cost_normed,cost_diff
1D-gaussian-1c-128p,128,128,0.8256527402733012,11,1.3360143815963595e-16,seconds,0.0,0.003933599218726158,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.5420305859459877,11,1.0117062431791752e-16,seconds,0.8355703353881836,0.6036147437989712,megabytes,2126.0,2126.0,75.0,75.0,0.295968768,0.295968768,0.72265625,0.36796874999999996,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.08531555947088376,11,8.347408785516785e-17,seconds,0.0,0.004297444596886635,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,1.2625433349732225,11,8.937242273051564e-17,seconds,0.0,0.004355723038315773,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.3214625108743485,11,1.14021072946999e-16,seconds,0.0,0.0044595468789339066,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.044341481268638905,11,1.2542776445255053e-16,seconds,0.0,0.0041103120893239975,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.3884114895147481,11,1.1282035406236292e-16,seconds,0.0,0.004382781684398651,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.08311201113880762,11,1.2513359766841393e-16,seconds,0.0,0.00420779176056385,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.10125460085645827,11,1.3484277235541797e-16,seconds,0.0,0.004193998873233795,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.10033706485065633,11,1.3173454394873893e-16,seconds,0.0,0.004234356805682182,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.09192732171353143,11,1.0214841356659755e-16,seconds,0.0,0.0040960777550935745,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.06920668389090825,11,1.1149053630058397e-16,seconds,0.0,0.003923516720533371,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.030914564471545454,11,1.5174644423315295e-16,seconds,0.0,0.004005320370197296,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.14228886213353314,11,1.1021031151700446e-16,seconds,0.0,0.004054725170135498,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.24994180353163004,11,1.034271538330985e-16,seconds,0.0,0.00390436127781868,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.07243881201965033,11,1.3621380290217066e-16,seconds,0.0,0.003915194422006607,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.031015737874470026,11,1.1946544454750022e-16,seconds,0.0,0.00391034223139286,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.1812559624447334,11,1.197887318633749e-16,seconds,0.0,0.003990722820162773,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.2664515366422918,11,1.0283476072255369e-16,seconds,0.0,0.004022328183054924,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.03704100701188259,11,1.1143394152101538e-16,seconds,0.0,0.003856901079416275,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.5129758615292279,11,1.227362536109875e-16,seconds,0.0,0.0038385316729545593,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.019907903021924786,11,1.3226981319283949e-16,seconds,0.0,0.003996463492512703,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.028767118635243477,11,1.2190897656270782e-16,seconds,0.0,0.0040181465446949005,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
1D-gaussian-1c-256p,256,256,0.0892241292236299,11,1.3816687096410037e-16,seconds,0.0,0.003999141976237297,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,,
