dataset,mu_size,nu_size,cost,iterations,error,cost_rerr,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter,learning_rate,tol
1D-gaussian-1c-32p,32,32,0.1600453209351427,121370,9.99991983885451e-07,41.546328589210994,seconds,4.197189092636108,4.119784924201667,megabytes,546.0,546.0,72.0,65.70588235294117,0.1626112,0.1626112,0.8078125,0.761810661764706,success,gradient,1.0,1000000,0.001,1e-06
1D-gaussian-1c-32p,32,32,0.1629408152142482,81629,9.999966534834925e-07,112.21392846640958,seconds,2.749175548553467,2.75956448353827,megabytes,546.0,546.0,73.0,64.41666666666667,0.162455552,0.162455552,0.81484375,0.7868489583333335,success,gradient,1.0,1000000,0.001,1e-06
1D-gaussian-1c-32p,32,32,0.1622614197280154,88307,9.999779928548946e-07,174.87920064755428,seconds,3.1516523361206055,2.971912506967783,megabytes,546.0,546.0,72.0,63.61538461538461,0.16242278400000001,0.16242278400000001,0.81015625,0.7421875,success,gradient,1.0,1000000,0.001,1e-06
1D-gaussian-1c-32p,32,32,0.15570958274171592,775844,9.999990533415826e-07,1.2123913840420275,seconds,25.939889192581177,25.786243221722543,megabytes,546.0,546.0,75.0,69.77227722772277,0.22239232,0.22239232,0.81640625,0.7725015470297028,success,gradient,1.0,1000000,0.001,1e-06
1D-gaussian-1c-32p,32,32,0.23558935979836945,895378,9.999992354181586e-07,0.06404541873013676,seconds,29.423299312591553,29.431179949082434,megabytes,546.0,546.0,77.0,71.13913043478261,0.22232268800000002,0.22232268800000002,0.8421875,0.7798913043478259,success,gradient,1.0,1000000,0.001,1e-06
1D-gaussian-1c-32p,32,32,0.15997992730205107,163274,9.999955765671587e-07,16.42405555156614,seconds,5.374441146850586,5.293078416027129,megabytes,546.0,546.0,74.0,70.14285714285714,0.162418688,0.162418688,0.8015625,0.7617187499999999,success,gradient,1.0,1000000,0.001,1e-06
1D-gaussian-1c-32p,32,32,0.16290489512144765,78411,9.9999410885232e-07,437.97747412887406,seconds,2.6649222373962402,2.6195818642154336,megabytes,546.0,546.0,72.0,65.0909090909091,0.162357248,0.162357248,0.7890625,0.755752840909091,success,gradient,1.0,1000000,0.001,1e-06
1D-gaussian-1c-32p,32,32,0.15869260240422267,170346,9.999909735824986e-07,24.989117208100794,seconds,5.752296209335327,5.616180506534874,megabytes,546.0,546.0,73.0,70.1304347826087,0.162328576,0.162328576,0.8078125,0.7646739130434782,success,gradient,1.0,1000000,0.001,1e-06
1D-gaussian-1c-32p,32,32,0.1691715358611133,853651,9.999997114817916e-07,0.3746868598375487,seconds,28.79149055480957,28.682670077309012,megabytes,546.0,546.0,73.0,69.3125,0.22226944,0.22226944,0.8203125,0.7745056152343751,success,gradient,1.0,1000000,0.001,1e-06
1D-gaussian-1c-32p,32,32,0.16802105087299002,293742,9.999926096071476e-07,3.972169906858764,seconds,9.94959282875061,9.825089521706104,megabytes,546.0,546.0,73.0,69.25581395348837,0.16236134400000002,0.16236134400000002,0.8125,0.7609738372093021,success,gradient,1.0,1000000,0.001,1e-06
1D-gaussian-1c-32p,32,32,0.16345922737388205,168474,9.99998112760636e-07,10.594304912904871,seconds,5.936086177825928,5.695827201008797,megabytes,546.0,546.0,72.0,67.95652173913044,0.162295808,0.162295808,0.79921875,0.7493206521739131,success,gradient,1.0,1000000,0.001,1e-06
