dataset,mu_size,nu_size,cost,cost_normed,cost_diff,iterations,error,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter
1D-gaussian-1c-32p,32,32,0.0017440343132344863,0.0004360085783086216,0.0013080257349258647,596761,3.892560598592064e-07,seconds,24.285669326782227,24.111493615433574,megabytes,544.0,544.0,56.0,54.36036036036036,0.11755520000000001,0.11755520000000001,0.8296875,0.7723184121621622,success,sinkhorn-normed-log,1e-08,1000000
1D-gaussian-1c-32p,32,32,0.06659729446652099,0.016649323616630247,0.04994797084989074,1000000,0.09647222791724143,seconds,40.449026107788086,40.36852112971246,megabytes,544.0,544.0,56.0,54.80769230769231,0.117297152,0.117297152,0.84609375,0.7779275412087913,success,sinkhorn-normed-log,1e-08,1000000
1D-gaussian-1c-32p,32,32,0.3371488032845219,0.08428720082113048,0.2528616024633914,1000000,0.2871847340434281,seconds,40.441338777542114,40.37819078937173,megabytes,544.0,544.0,58.0,54.80110497237569,0.117284864,0.117284864,0.81484375,0.7785652624309392,success,sinkhorn-normed-log,1e-08,1000000
1D-gaussian-1c-32p,32,32,0.2039542143691109,0.050988553592277726,0.15296566077683318,1000000,0.201413068230775,seconds,40.183547258377075,40.10926725529134,megabytes,544.0,544.0,58.0,55.30285714285714,0.117305344,0.117305344,0.8140625,0.7768883928571432,success,sinkhorn-normed-log,1e-08,1000000
1D-gaussian-1c-32p,32,32,0.011779978761323293,0.002944994690330823,0.00883498407099247,974991,5.775351509886815e-07,seconds,39.48889350891113,39.36403255350888,megabytes,544.0,544.0,56.0,54.5919540229885,0.11735040000000001,0.11735040000000001,0.8234375,0.7788433908045973,success,sinkhorn-normed-log,1e-08,1000000
1D-gaussian-1c-32p,32,32,0.33714864855234006,0.08428716213808501,0.25286148641425504,1000000,0.3167705271863087,seconds,40.52206468582153,40.40538755618036,megabytes,544.0,544.0,58.0,54.646408839779006,0.117354496,0.117354496,0.8265625,0.7762215124309386,success,sinkhorn-normed-log,1e-08,1000000
1D-gaussian-1c-32p,32,32,0.5993756500992224,0.1498439125248056,0.44953173757441683,1000000,0.3395746868724216,seconds,40.27035999298096,40.22463620081544,megabytes,544.0,544.0,57.0,55.10112359550562,0.11742003200000001,0.11742003200000001,0.83359375,0.777260358146068,success,sinkhorn-normed-log,1e-08,1000000
1D-gaussian-1c-64p,64,64,0.4031242126693342,0.10078105316733355,0.30234315950200064,1000000,0.1769412443661595,seconds,40.295875787734985,40.2156181614846,megabytes,544.0,544.0,62.0,58.21546961325967,0.130166784,0.130166784,0.81640625,0.773748273480663,success,sinkhorn-normed-log,1e-08,1000000
1D-gaussian-1c-64p,64,64,0.04938271605050363,0.012345679012625907,0.037037037037877724,1000000,0.07048148418317327,seconds,40.13409233093262,40.091406647115946,megabytes,544.0,544.0,61.0,58.63128491620112,0.11861606400000001,0.11861606400000001,0.81484375,0.7777583798882683,success,sinkhorn-normed-log,1e-08,1000000
1D-gaussian-1c-64p,64,64,0.9070293823312494,0.22675734558281235,0.6802720367484371,1000000,0.29401943965417643,seconds,40.181002378463745,39.92156035453081,megabytes,544.0,544.0,60.0,58.28333333333333,0.118931456,0.118931456,0.81875,0.7735633680555559,success,sinkhorn-normed-log,1e-08,1000000
1D-gaussian-1c-64p,64,64,0.2267573648670946,0.05668934121677365,0.17006802365032095,1000000,0.14939608597185947,seconds,40.04730725288391,40.00678310915828,megabytes,544.0,544.0,61.0,58.30285714285714,0.11856691200000001,0.11856691200000001,0.81484375,0.7818303571428571,success,sinkhorn-normed-log,1e-08,1000000
1D-gaussian-1c-64p,64,64,0.016124968504916386,0.004031242126229097,0.012093726378687289,1000000,0.06178083667067776,seconds,40.059553384780884,39.87938506715,megabytes,544.0,544.0,62.0,58.57222222222222,0.11885772800000001,0.11885772800000001,0.82578125,0.7734895833333331,success,sinkhorn-normed-log,1e-08,1000000
1D-gaussian-1c-64p,64,64,0.29125724359486216,0.07281431089871554,0.21844293269614662,1000000,0.1386066781300378,seconds,40.35118055343628,40.209438763558865,megabytes,544.0,544.0,61.0,58.327777777777776,0.11846451200000001,0.11846451200000001,0.83984375,0.7766666666666664,success,sinkhorn-normed-log,1e-08,1000000
1D-gaussian-1c-64p,64,64,0.049382708774473365,0.012345677193618341,0.03703703158085502,1000000,0.06145811621833218,seconds,39.932185649871826,39.86099683120847,megabytes,544.0,544.0,60.0,58.30769230769231,0.118525952,0.118525952,0.81328125,0.7776812130177517,success,sinkhorn-normed-log,1e-08,1000000
