dataset,mu_size,nu_size,cost,iterations,error,cost_rerr,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name
1D-exponential-32p,32,32,0.12996868199082418,,1.1102230246251565e-16,0.0,seconds,0.0,0.023139423690736294,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-exponential-32p,32,32,0.0070741006537077674,,5.551115123125783e-17,0.0,seconds,0.0,0.001891045831143856,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-exponential-32p,32,32,0.022543561655609445,,1.1102230246251565e-16,0.0,seconds,0.0,0.0016779536381363869,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-exponential-32p,32,32,0.04367224965119101,,5.551115123125783e-17,0.0,seconds,0.0,0.0016470076516270638,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-exponential-32p,32,32,0.027033185568554986,,1.1102230246251565e-16,0.0,seconds,0.0,0.0016405070200562477,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-exponential-32p,32,32,0.10612196111234541,,1.1102230246251565e-16,0.0,seconds,0.0,0.001849842257797718,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-exponential-32p,32,32,0.01790773636778614,,5.898059818321144e-17,0.0,seconds,0.0,0.0015964806079864502,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-exponential-32p,32,32,0.002900129042293015,,2.7755575615628914e-17,0.0,seconds,0.0,0.0016194181516766548,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-exponential-32p,32,32,0.011408687944731918,,5.551115123125783e-17,0.0,seconds,0.0,0.0016742106527090073,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-exponential-32p,32,32,0.02090941577886675,,1.1102230246251565e-16,0.0,seconds,0.0,0.0015765940770506859,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
