dataset,mu_size,nu_size,cost,iterations,error,cost_rerr,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name
1D-cauchy-32p,32,32,0.7618762547976814,,5.551115123125783e-17,0.0,seconds,0.0,0.02477450016885996,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-cauchy-32p,32,32,0.06862906279845249,,1.1102230246251565e-16,0.0,seconds,0.0,0.002031143754720688,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-cauchy-32p,32,32,0.13762940827733297,,1.249000902703301e-16,0.0,seconds,0.0,0.001914454624056816,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-cauchy-32p,32,32,0.07418338967415514,,5.204170427930421e-17,0.0,seconds,0.0,0.0017836038023233414,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-cauchy-32p,32,32,0.31011943290919447,,6.245004513516506e-17,0.0,seconds,0.0,0.001733490265905857,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-cauchy-32p,32,32,0.4896371581743079,,1.1102230246251565e-16,0.0,seconds,0.0,0.0017539579421281815,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-cauchy-32p,32,32,0.1888567695067612,,7.632783294297951e-17,0.0,seconds,0.0,0.0017903773114085197,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-cauchy-32p,32,32,0.005698128885888196,,6.158268339717665e-17,0.0,seconds,0.0,0.001716597005724907,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-cauchy-32p,32,32,0.004864379017224679,,8.066464163292153e-17,0.0,seconds,0.0,0.0017641056329011917,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-cauchy-32p,32,32,0.27160523016658433,,5.551115123125783e-17,0.0,seconds,0.0,0.0017650825902819633,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-cauchy-32p,32,32,0.051792403923271266,,2.7755575615628914e-17,0.0,seconds,0.0,0.0017442908138036728,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
1D-cauchy-32p,32,32,0.18241656560463626,,2.7755575615628914e-17,0.0,seconds,0.0,0.0016843993216753006,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,lp
