dataset,mu_size,nu_size,cost,iterations,error,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter,tol
1D-students-2df-64p,64,64,0.22502466569414267,1904,6.483382769104971e-07,seconds,0.6023964881896973,0.51949249394238,megabytes,546.0,546.0,93.0,49.333333333333336,0.244391936,0.244391936,0.80078125,0.6596354166666667,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.16297831105025234,2417,6.409120090043584e-07,seconds,0.800905704498291,0.6560724768787622,megabytes,546.0,546.0,93.0,60.0,0.24517427200000003,0.24517427200000003,0.796875,0.625,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.16569983144200523,2538,5.658069585026579e-07,seconds,0.6916429996490479,0.7050596047192812,megabytes,546.0,546.0,93.0,80.33333333333333,0.24424448,0.24424448,0.778125,0.7661458333333333,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.18838752546819937,1979,3.9057020663363876e-07,seconds,0.608720064163208,0.5438948702067137,megabytes,546.0,546.0,93.0,65.66666666666667,0.24397824,0.24397824,0.79921875,0.6872395833333332,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.16277098273063223,2101,6.054869007687794e-07,seconds,0.6655569076538086,0.5804715938866138,megabytes,546.0,546.0,93.0,64.66666666666667,0.24418304000000002,0.24418304000000002,0.77890625,0.6588541666666666,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.2281267906141951,2110,5.261035167783382e-07,seconds,0.6321403980255127,0.5762686878442764,megabytes,546.0,546.0,93.0,55.333333333333336,0.243990528,0.243990528,0.79921875,0.6755208333333332,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.2546350082379198,1482,8.119998409047668e-07,seconds,0.5891435146331787,0.4173008743673563,megabytes,546.0,546.0,91.0,52.0,0.24610816000000002,0.24610816000000002,0.76796875,0.5098958333333333,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.15805796182301324,2413,2.9983032845677737e-07,seconds,0.6894326210021973,0.6723490506410599,megabytes,546.0,546.0,93.0,61.666666666666664,0.243965952,0.243965952,0.7890625,0.7489583333333334,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.24644733674009128,1908,5.378599738779201e-07,seconds,0.601832389831543,0.5263258069753647,megabytes,546.0,546.0,93.0,71.0,0.24390860800000003,0.24390860800000003,0.79140625,0.65625,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.1750726183278354,2374,9.204192028615583e-07,seconds,0.7956931591033936,0.6464716903865337,megabytes,546.0,546.0,93.0,74.25,0.24469504,0.24469504,0.8015625,0.596484375,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.1736079297477917,2808,8.200854030294035e-07,seconds,0.8111059665679932,0.7582163494080305,megabytes,546.0,546.0,93.0,79.75,0.24391680000000002,0.24391680000000002,0.76640625,0.7146484375,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.16046679426453464,2475,4.5237270278998335e-07,seconds,0.8053369522094727,0.6699329074472189,megabytes,546.0,546.0,93.0,76.75,0.243949568,0.243949568,0.77421875,0.6169921875000001,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.15465664918950717,2727,2.9825059083925304e-07,seconds,0.7979321479797363,0.7387562170624733,megabytes,546.0,546.0,93.0,79.75,0.24398233600000002,0.24398233600000002,0.759375,0.6955078125,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.2625905744268201,1816,8.361758889315802e-07,seconds,0.6064002513885498,0.4997722767293453,megabytes,546.0,546.0,93.0,72.33333333333333,0.24383078400000002,0.24383078400000002,0.79140625,0.6002604166666666,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.15869897812134348,1860,5.038645974984635e-07,seconds,0.5822687149047852,0.5090272836387157,megabytes,546.0,546.0,93.0,73.0,0.243863552,0.243863552,0.7703125,0.6526041666666667,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.16732611589178958,2225,6.505307385452321e-07,seconds,0.7129619121551514,0.6312597040086985,megabytes,546.0,546.0,93.0,75.33333333333333,0.24374067200000002,0.24374067200000002,0.8046875,0.6843750000000001,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.1612196292831072,1714,9.784265098416542e-07,seconds,0.6156811714172363,0.4737649504095316,megabytes,546.0,546.0,93.0,57.666666666666664,0.24460083200000002,0.24460083200000002,0.80234375,0.5763020833333333,success,lbfgs,1.0,100000,1e-06
1D-students-2df-64p,64,64,0.2732611851900637,1852,6.040548979191036e-07,seconds,0.6112277507781982,0.5064449310302734,megabytes,546.0,546.0,93.0,57.333333333333336,0.243687424,0.243687424,0.8,0.6166666666666667,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.19058169004890596,11160,8.68049558077553e-07,seconds,5.4716691970825195,5.295667104423046,megabytes,546.0,546.0,93.0,51.5,0.299995136,0.337620992,1.0515625,0.7116586538461539,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.1572502275253131,14483,2.3292457945692172e-07,seconds,4.171070337295532,4.022873131558299,megabytes,546.0,546.0,93.0,87.55555555555556,0.246710272,0.246710272,0.81328125,0.7430555555555556,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.1589043693935404,11021,9.568887094462402e-07,seconds,3.0178558826446533,3.0284563675522804,megabytes,546.0,546.0,94.0,87.42857142857143,0.24600576000000002,0.24600576000000002,0.8203125,0.7839285714285714,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.15717766524140564,9774,6.469920940406812e-07,seconds,2.7470171451568604,2.671737452968955,megabytes,546.0,546.0,94.0,86.84615384615384,0.246099968,0.246099968,0.81328125,0.7616586538461537,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.1482207057535243,9121,7.487005844613199e-07,seconds,2.6562159061431885,2.494583757594228,megabytes,546.0,546.0,94.0,88.53846153846153,0.247472128,0.247472128,0.80859375,0.7207331730769231,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.3063698153977068,6735,8.756517739411404e-07,seconds,1.9315385818481445,1.8651417139917612,megabytes,546.0,546.0,94.0,83.55555555555556,0.24682496,0.24682496,0.8,0.7353298611111111,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.16406063571599244,13988,7.070609472494011e-07,seconds,3.8424668312072754,3.8028766568750143,megabytes,546.0,546.0,94.0,90.61111111111111,0.24608358400000002,0.24608358400000002,0.8109375,0.7725694444444443,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.15764757668734516,12018,5.988654684750576e-07,seconds,3.418018341064453,3.2976019755005836,megabytes,546.0,546.0,94.0,88.8125,0.245948416,0.245948416,0.80625,0.7466308593750001,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.15582304551766185,12608,1.7679095517417237e-07,seconds,3.5318567752838135,3.365044955164194,megabytes,546.0,546.0,94.0,86.8125,0.24741068800000002,0.24741068800000002,0.8125,0.7302246093749999,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.17346758594778325,8809,9.254278699857004e-07,seconds,2.5293097496032715,2.3870239332318306,megabytes,546.0,546.0,94.0,90.15384615384616,0.24662835200000002,0.24662835200000002,0.81875,0.7369591346153845,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.1769846245157865,11536,4.407709508989555e-07,seconds,3.083301305770874,3.086483810096979,megabytes,546.0,546.0,94.0,87.25,0.245837824,0.245837824,0.81484375,0.7875,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.17379701412682708,11779,8.408691845401763e-07,seconds,3.320652961730957,3.2364122327417135,megabytes,546.0,546.0,94.0,90.2,0.245784576,0.245784576,0.81328125,0.7579687500000001,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.28644313004852096,8361,7.47566172919528e-07,seconds,2.4197945594787598,2.3103527408093214,megabytes,546.0,546.0,94.0,84.18181818181819,0.24642764800000003,0.24642764800000003,0.809375,0.7438210227272727,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.22241872528897094,9234,7.851267454770001e-07,seconds,2.619920253753662,2.5363364554941654,megabytes,546.0,546.0,94.0,84.58333333333333,0.24576409600000002,0.24576409600000002,0.81328125,0.7402994791666666,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.16191814135056973,12189,6.303034611170529e-07,seconds,3.5079803466796875,3.3841893319040537,megabytes,546.0,546.0,94.0,85.0625,0.24655462400000003,0.24655462400000003,0.815625,0.7516113281250001,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.16463086605288935,12588,3.112105532312209e-07,seconds,3.580440044403076,3.41409482806921,megabytes,546.0,546.0,94.0,88.17647058823529,0.24761548800000002,0.24761548800000002,0.81796875,0.7346047794117648,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.18668108361400895,9932,4.594917037240848e-07,seconds,2.875547170639038,2.698641726747155,megabytes,546.0,546.0,94.0,89.14285714285714,0.247619584,0.247619584,0.80859375,0.7267857142857145,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.16174684542023482,10655,5.49822120242839e-07,seconds,2.888777732849121,2.8873121850192547,megabytes,546.0,546.0,94.0,86.14285714285714,0.245686272,0.245686272,0.81171875,0.7782924107142858,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.22554466612550236,10245,9.135295593395466e-07,seconds,2.953404188156128,2.8209665417671204,megabytes,546.0,546.0,94.0,89.53846153846153,0.24618188800000002,0.24618188800000002,0.81875,0.7409855769230769,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.25247789967363143,5474,9.231121056882712e-07,seconds,1.6314043998718262,1.5493123289197683,megabytes,546.0,546.0,94.0,88.71428571428571,0.24593203200000002,0.24593203200000002,0.8015625,0.7330357142857143,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.15719288704776863,12364,8.680715857386461e-07,seconds,3.49731183052063,3.417749408632517,megabytes,546.0,546.0,94.0,90.6875,0.24555520000000003,0.24555520000000003,0.8125,0.75771484375,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.2436009144575524,9173,3.992082814694423e-07,seconds,2.515871286392212,2.449017271399498,megabytes,546.0,546.0,94.0,87.38461538461539,0.24546508800000003,0.24546508800000003,0.81640625,0.7725360576923077,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.1737474352434093,11734,5.08930821177391e-07,seconds,3.24887752532959,3.1755123399198055,megabytes,546.0,546.0,94.0,86.1875,0.24547737600000002,0.24547737600000002,0.8203125,0.7563964843750001,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.1723065934986218,13445,6.573183306519166e-07,seconds,3.838005304336548,3.7143657207489014,megabytes,546.0,546.0,94.0,89.88235294117646,0.24547737600000002,0.24547737600000002,0.815625,0.7488970588235295,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.15961791757809404,12678,1.2296439298154316e-07,seconds,3.556238889694214,3.520058238878846,megabytes,546.0,546.0,94.0,87.92857142857143,0.1826816,0.1826816,0.80390625,0.7696428571428571,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.15363105898090565,12910,6.372206669719772e-07,seconds,3.6727170944213867,3.5250743236392736,megabytes,546.0,546.0,94.0,90.375,0.044978176,0.044978176,0.81953125,0.7478515625,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.2595039822772559,8596,8.038222077008703e-07,seconds,2.5051605701446533,2.3489473182708025,megabytes,546.0,546.0,94.0,87.0,0.045121536000000004,0.045121536000000004,0.7875,0.7171223958333334,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.15780047280601223,9321,6.023925730094253e-07,seconds,2.520444393157959,2.4848204739391804,megabytes,546.0,546.0,94.0,89.58333333333333,0.044146688,0.044146688,0.8,0.7754557291666667,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.16625107547729043,11357,8.03053485174737e-07,seconds,3.097748279571533,3.0845762472599745,megabytes,546.0,546.0,94.0,86.0,0.044118016,0.044118016,0.79765625,0.7690104166666667,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.16027688665454914,7873,3.6574395489725304e-07,seconds,2.2061967849731445,2.155738355591893,megabytes,546.0,546.0,94.0,85.33333333333333,0.042491904000000004,0.042491904000000004,0.78359375,0.7645833333333334,success,lbfgs,1.0,100000,1e-06
1D-students-2df-128p,128,128,0.26972580873000884,8964,4.586505409948991e-07,seconds,2.471600294113159,2.4197377376258373,megabytes,546.0,546.0,94.0,87.75,0.037040128000000005,0.037040128000000005,0.8078125,0.7638020833333333,success,lbfgs,1.0,100000,1e-06
1D-students-2df-256p,256,256,0.18973688265376898,48832,8.054673816135009e-07,seconds,16.433924436569214,16.34705939888954,megabytes,548.0,548.0,94.0,76.26470588235294,0.151523328,0.151523328,1.0,0.7585018382352942,success,lbfgs,1.0,100000,1e-06
1D-students-2df-256p,256,256,0.15677030456842267,62761,1.0078438139973134e-07,seconds,17.855631828308105,17.85126942396164,megabytes,548.0,548.0,94.0,92.47297297297297,0.104374272,0.104374272,0.81953125,0.7815667229729729,success,lbfgs,1.0,100000,1e-06
1D-students-2df-256p,256,256,0.1584628087549447,48946,2.886649459475845e-07,seconds,14.032692909240723,13.851640541106462,megabytes,548.0,548.0,94.0,92.0625,0.10491494400000001,0.10491494400000001,0.8109375,0.7719360351562501,success,lbfgs,1.0,100000,1e-06
1D-students-2df-256p,256,256,0.1567583494588063,43271,8.145484542255776e-07,seconds,12.168275833129883,12.126032304018736,megabytes,548.0,548.0,94.0,91.91935483870968,0.104226816,0.104226816,0.81640625,0.7753780241935486,success,lbfgs,1.0,100000,1e-06
1D-students-2df-256p,256,256,0.1475725295808767,38943,8.042217071527415e-07,seconds,11.134195327758789,10.992061540484428,megabytes,548.0,548.0,94.0,91.63461538461539,0.10502144000000001,0.10502144000000001,0.81875,0.7690504807692307,success,lbfgs,1.0,100000,1e-06
1D-students-2df-256p,256,256,0.30473366771327437,28718,9.040611440322256e-07,seconds,8.173563957214355,8.076087828725576,megabytes,548.0,548.0,94.0,91.64102564102564,0.104968192,0.104968192,0.81640625,0.7642227564102563,success,lbfgs,1.0,100000,1e-06
1D-students-2df-256p,256,256,0.16348600523952073,60651,3.992111233332946e-07,seconds,17.385886669158936,17.24191831238568,megabytes,548.0,548.0,94.0,92.72727272727273,0.10495180800000001,0.10495180800000001,0.82109375,0.7739650974025973,success,lbfgs,1.0,100000,1e-06
1D-students-2df-256p,256,256,0.15722033889186832,53512,6.976773505243155e-07,seconds,15.066679954528809,15.048072587698698,megabytes,548.0,548.0,94.0,93.0,0.10420224,0.10420224,0.81171875,0.7771965579710148,success,lbfgs,1.0,100000,1e-06
1D-students-2df-256p,256,256,0.15535299980198747,56096,7.085932616835634e-07,seconds,16.05803871154785,15.958257887512445,megabytes,548.0,548.0,94.0,92.02898550724638,0.10412032,0.10412032,0.81875,0.7730298913043477,success,lbfgs,1.0,100000,1e-06
1D-students-2df-256p,256,256,0.17259639962961543,37381,4.948001803786767e-07,seconds,10.721757411956787,10.554386999458075,megabytes,548.0,548.0,94.0,91.28571428571429,0.10563174400000001,0.10563174400000001,0.825,0.767107780612245,success,lbfgs,1.0,100000,1e-06
