dataset,mu_size,nu_size,cost,iterations,error,cost_rerr,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter,tol
2D-students-4df-16p,256,256,6.251940372299033,10000,8.15302572410026e-05,0.6042508607850582,seconds,0.47084832191467285,0.4517662087455392,megabytes,550.0,550.0,81.0,47.0,0.164237312,0.164237312,0.79765625,0.762890625,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.228907433293183,10000,8.13423523107204e-05,0.9470929564596813,seconds,0.48125553131103516,0.45749006140977144,megabytes,550.0,550.0,79.0,60.0,0.16590848,0.16590848,0.80859375,0.742578125,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.223745366796898,10000,7.460491382094148e-05,0.9040709041344082,seconds,1.0633959770202637,0.4636209886521101,megabytes,550.0,550.0,81.0,42.0,0.16703078400000002,0.16703078400000002,0.81953125,0.5299479166666666,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.255087401894411,10000,8.964812937861666e-05,0.9241450579477396,seconds,0.5254719257354736,0.44668649043887854,megabytes,550.0,550.0,81.0,77.5,0.16555212800000002,0.16555212800000002,0.7609375,0.608203125,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.223937872126676,10000,6.428324752416614e-05,0.32589501872945714,seconds,0.49561166763305664,0.5049956329166889,megabytes,550.0,550.0,80.0,46.0,0.16546201600000002,0.16546201600000002,0.75625,0.7140625,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.246904858949817,10000,8.65929285609468e-05,0.9195719259880141,seconds,0.5260827541351318,0.48059867788106203,megabytes,550.0,550.0,81.0,46.5,0.165470208,0.165470208,0.80078125,0.690234375,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.217266459009924,10000,7.23046169439634e-05,0.9230214328254255,seconds,0.6959466934204102,0.4466661512851715,megabytes,550.0,550.0,64.0,49.0,0.16668672,0.16668672,0.78046875,0.390234375,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.218392437984037,10000,6.954903530109746e-05,0.9535034573812493,seconds,0.5319435596466064,0.45039794500917196,megabytes,550.0,550.0,81.0,44.5,0.165421056,0.165421056,0.8,0.6527343750000001,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.305875808515273,10000,7.52109993555905e-05,0.504700660001368,seconds,0.729447603225708,0.5183351635932922,megabytes,550.0,550.0,61.0,32.333333333333336,0.16545792,0.16545792,0.7703125,0.5135416666666667,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.230046814327352,10000,7.445205331979565e-05,0.8976359338468749,seconds,0.5470561981201172,0.4479164211079478,megabytes,550.0,550.0,81.0,43.0,0.16539648,0.16539648,0.765625,0.619921875,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.252055959837909,10000,8.344060240483842e-05,0.7082742836133059,seconds,0.5012428760528564,0.4526903834193945,megabytes,550.0,550.0,81.0,40.5,0.16541286400000002,0.16541286400000002,0.775,0.69609375,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.228468851819048,10000,6.524007843422552e-05,0.3009599422073272,seconds,0.7500059604644775,0.5113630490377545,megabytes,550.0,550.0,81.0,34.333333333333336,0.166772736,0.166772736,0.7875,0.45468749999999997,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.240326918202805,10000,7.679827277407014e-05,0.8551800039026398,seconds,0.6176538467407227,0.482475221157074,megabytes,550.0,550.0,81.0,70.0,0.165392384,0.165392384,0.79140625,0.496484375,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.237483494403561,10000,8.8053534439414e-05,0.8643815422849799,seconds,0.6482298374176025,0.49532937724143267,megabytes,550.0,550.0,81.0,52.333333333333336,0.165429248,0.165429248,0.76015625,0.515625,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.306033326456708,10000,0.0001022230939344837,0.5975943276883836,seconds,0.51401686668396,0.44678215216845274,megabytes,550.0,550.0,81.0,56.5,0.16535552,0.16535552,0.78984375,0.62578125,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.2605784553161055,10000,8.322831030893596e-05,0.9559910178239416,seconds,0.45313072204589844,0.45035253185778856,megabytes,550.0,550.0,81.0,60.5,0.165339136,0.165339136,0.77578125,0.771484375,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.260132749959485,10000,8.64889283387349e-05,0.9203329701349606,seconds,0.6854138374328613,0.5145643400028348,megabytes,550.0,550.0,81.0,37.666666666666664,0.16661299200000002,0.16661299200000002,0.76171875,0.4825520833333334,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.226614474923922,10000,8.260699201878552e-05,0.9112663764070751,seconds,0.4268951416015625,0.44675872195512056,megabytes,550.0,550.0,80.0,40.0,0.165257216,0.165257216,0.79453125,0.792578125,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.261278269393968,10000,8.630277076404624e-05,0.9656196784861635,seconds,0.5780084133148193,0.45635849982500076,megabytes,550.0,550.0,78.0,49.5,0.165289984,0.165289984,0.77578125,0.59140625,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.27451131579547,10000,9.830530834120665e-05,0.7767970657331553,seconds,0.6809828281402588,0.4820265769958496,megabytes,550.0,550.0,55.0,32.666666666666664,0.16540057600000002,0.16540057600000002,0.78515625,0.5557291666666667,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.287926401662206,10000,0.00010261647386888839,0.9588281538807552,seconds,0.47475671768188477,0.4466711599379778,megabytes,550.0,550.0,81.0,41.0,0.16532275200000002,0.16532275200000002,0.78828125,0.740234375,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.2486678162886005,10000,8.843348504150583e-05,0.8225481759326657,seconds,0.7017722129821777,0.44780702888965607,megabytes,550.0,550.0,81.0,59.666666666666664,0.166674432,0.166674432,0.78671875,0.5216145833333333,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.236200524010885,10000,7.413657637167503e-05,0.7210241225717866,seconds,0.5053739547729492,0.48657376039773226,megabytes,550.0,550.0,81.0,51.0,0.165289984,0.165289984,0.74296875,0.739453125,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.217187511759695,10000,6.833915381854183e-05,0.9429239220554788,seconds,0.5263712406158447,0.4498196318745613,megabytes,550.0,550.0,80.0,66.5,0.165265408,0.165265408,0.77109375,0.617578125,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.240021569695932,10000,7.118407621886647e-05,0.6905570525345339,seconds,0.5323245525360107,0.4620639579370618,megabytes,550.0,550.0,81.0,61.5,0.16529408,0.16529408,0.75859375,0.64140625,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.220606482727626,10000,7.282288711074614e-05,0.9203918743617354,seconds,0.6349475383758545,0.4877843242138624,megabytes,550.0,550.0,81.0,59.333333333333336,0.16538828800000002,0.16538828800000002,0.8046875,0.5776041666666667,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.2660480729235335,10000,7.47892695267538e-05,0.0767176130767896,seconds,0.6314258575439453,0.500531479716301,megabytes,550.0,550.0,81.0,55.333333333333336,0.165408768,0.165408768,0.778125,0.5395833333333333,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.213679978852186,10000,6.66742555899269e-05,0.8697575576408779,seconds,0.44086432456970215,0.4472276596352458,megabytes,550.0,550.0,81.0,40.5,0.165277696,0.165277696,0.7625,0.758984375,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-16p,256,256,6.210066176958301,10000,6.420650380034587e-05,0.9402289522880786,seconds,0.7047297954559326,0.4479429656639695,megabytes,550.0,550.0,74.0,32.666666666666664,0.166649856,0.166649856,0.7921875,0.5244791666666667,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-32p,1024,1024,24.633103020251482,10000,5.640660671524245e-05,0.5973652664791071,seconds,0.908259391784668,0.776896258816123,megabytes,572.0,572.0,87.0,73.75,0.17221632,0.17221632,0.7921875,0.6328125000000001,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-32p,1024,1024,24.623434338763364,10000,5.673462151012387e-05,0.7868197722301822,seconds,0.8816120624542236,0.7805204279720783,megabytes,572.0,572.0,87.0,59.5,0.17442406400000002,0.17442406400000002,0.79375,0.6691406249999999,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-32p,1024,1024,24.625765513700642,10000,5.47996181050614e-05,0.6105120401523397,seconds,0.7695944309234619,0.7774190017953515,megabytes,572.0,572.0,87.0,66.0,0.17436672,0.17436672,0.790625,0.7747395833333334,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-32p,1024,1024,24.633184005931632,10000,5.801552004403021e-05,0.6971621532742763,seconds,0.9856951236724854,0.8519591186195612,megabytes,572.0,572.0,86.0,64.25,0.174329856,0.174329856,0.8015625,0.6238281250000001,success,gradient-ascent,1.0,10000,1e-06
2D-students-4df-32p,1024,1024,24.62740730815594,10000,5.302572042920062e-05,1.7619309357728385,seconds,0.8491599559783936,0.782668306492269,megabytes,572.0,572.0,87.0,62.25,0.174342144,0.174342144,0.7828125,0.7015625,success,gradient-ascent,1.0,10000,1e-06
