dataset,mu_size,nu_size,cost,iterations,error,cost_rerr,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter,tol
2D-gauss-1c-16p,256,256,5.784792047689211,10000,0.0001124559790652846,0.7600553528127296,seconds,0.5064430236816406,0.4368441589176655,megabytes,550.0,550.0,83.0,41.5,0.16417177600000002,0.16417177600000002,0.79609375,0.64921875,success,gradient-ascent,1.0,10000,1e-06
2D-gauss-1c-16p,256,256,5.74062810877138,10000,0.00010517679456967244,0.9702974113400866,seconds,0.4244558811187744,0.43748989049345255,megabytes,550.0,550.0,81.0,40.5,0.16594944,0.16594944,0.80078125,0.795703125,success,gradient-ascent,1.0,10000,1e-06
2D-gauss-1c-16p,256,256,5.729041429097817,10000,9.897179598228334e-05,0.9493716858096276,seconds,0.4304196834564209,0.4366550873965025,megabytes,550.0,550.0,83.0,65.0,0.16586752000000002,0.16586752000000002,0.7890625,0.787890625,success,gradient-ascent,1.0,10000,1e-06
2D-gauss-1c-16p,256,256,5.798035770323597,10000,0.00012825902010682455,0.9570044659672743,seconds,0.4517543315887451,0.4417299386113882,megabytes,550.0,550.0,83.0,43.0,0.165732352,0.165732352,0.79296875,0.75859375,success,gradient-ascent,1.0,10000,1e-06
2D-gauss-1c-16p,256,256,5.725304311317338,10000,7.899576544412312e-05,0.5992430423358551,seconds,0.6240503787994385,0.43923485092818737,megabytes,550.0,550.0,83.0,48.0,0.167010304,0.167010304,0.80234375,0.5333333333333333,success,gradient-ascent,1.0,10000,1e-06
2D-gauss-1c-16p,256,256,5.782895426363616,10000,0.00012535697731319573,0.9549963373872493,seconds,0.6108458042144775,0.43821096047759056,megabytes,550.0,550.0,83.0,58.666666666666664,0.16703488,0.16703488,0.79921875,0.5270833333333332,success,gradient-ascent,1.0,10000,1e-06
2D-gauss-1c-16p,256,256,5.719440859242146,10000,9.060598399512898e-05,0.9553603708682236,seconds,0.4385645389556885,0.4366537695750594,megabytes,550.0,550.0,58.0,29.0,0.165670912,0.165670912,0.796875,0.790234375,success,gradient-ascent,1.0,10000,1e-06
2D-gauss-1c-16p,256,256,5.721187841786892,10000,8.415050794008394e-05,0.9759565128989051,seconds,0.41936278343200684,0.43676734436303377,megabytes,550.0,550.0,83.0,49.0,0.165572608,0.165572608,0.815625,0.80546875,success,gradient-ascent,1.0,10000,1e-06
2D-gauss-1c-16p,256,256,5.9079927114203805,10000,0.00010694234332175867,0.19545350141811668,seconds,0.6088564395904541,0.43766873609274626,megabytes,550.0,550.0,83.0,49.0,0.166883328,0.166883328,0.7984375,0.5281250000000001,success,gradient-ascent,1.0,10000,1e-06
2D-gauss-1c-16p,256,256,5.738598266421494,10000,9.469578139364998e-05,0.9448326023087119,seconds,0.6217281818389893,0.43841380160301924,megabytes,550.0,550.0,83.0,59.666666666666664,0.166846464,0.166846464,0.775,0.50546875,success,gradient-ascent,1.0,10000,1e-06
2D-gauss-1c-16p,256,256,5.781126242639825,10000,0.00011355082755715173,0.836488191897226,seconds,0.43990015983581543,0.43737149983644485,megabytes,550.0,550.0,83.0,47.0,0.16546201600000002,0.16546201600000002,0.79765625,0.786328125,success,gradient-ascent,1.0,10000,1e-06
2D-gauss-1c-16p,256,256,5.736068622620447,10000,8.211592248397181e-05,0.5777668663767317,seconds,0.486469030380249,0.44588320702314377,megabytes,550.0,550.0,82.0,68.5,0.165494784,0.165494784,0.78671875,0.69609375,success,gradient-ascent,1.0,10000,1e-06
2D-gauss-1c-16p,256,256,5.761010317960495,10000,9.973407460872608e-05,0.9112009804231631,seconds,0.4352290630340576,0.4369501005858183,megabytes,550.0,550.0,80.0,40.0,0.16544972800000002,0.16544972800000002,0.81328125,0.80390625,success,gradient-ascent,1.0,10000,1e-06
