dataset,mu_size,nu_size,cost,iterations,error,cost_rerr,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0029112882912158966,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.002881067804992199,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.002635302022099495,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.002660205587744713,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0026243962347507477,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.002562187612056732,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.002720906399190426,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0026314742863178253,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.00264008529484272,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.002601311542093754,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0025428300723433495,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.002543141134083271,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0029416922479867935,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.003169141709804535,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0024997899308800697,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0026934323832392693,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0026022717356681824,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0025749774649739265,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0028994614258408546,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.002715267241001129,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.002695024013519287,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0026224572211503983,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,1000000
