dataset,mu_size,nu_size,cost,iterations,error,cost_rerr,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0034109661355614662,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.003054257482290268,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0029324106872081757,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0030155936256051064,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0028694886714220047,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0029201814904809,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0028676744550466537,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.002973281778395176,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.00288351159542799,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000
1D-exponential-32p,32,32,nan,11,nan,nan,seconds,0.0,0.0026965104043483734,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000
